id_in_tp	bigg	metnetx	metacyc	kegg	seed	type	model
actACP_c	['actACP', 'M_actACP']	MNXM1223	['Acetoacetyl-ACPs', 'Acetoacetyl-ACP']	C05744	cpd11488	met	iML1515
actp_c	['actp', 'M_actp']	MNXM280	ACETYL-P	C00227	cpd00196	met	iML1515
2pglyc_c	['M_2pglyc', '2pglyc']	MNXM2074	CPD-67	C00988	cpd00727	met	iML1515
g3pc_c	['g3pc', 'M_g3pc']	MNXM367	L-1-GLYCERO-PHOSPHORYLCHOLINE	['D07349', 'C00670']	cpd29571	met	iML1515
dmbzid_c	['M_dmbzid', 'dmbzid']	MNXM1531	DIMETHYLBENZIMIDAZOLE			met	iML1515
xtp_c	['M_xtp', 'xtp']	MNXM1860	XTP	C00700	cpd00530	met	iML1515
cd2_c	['M_cd2', 'cd2']	MNXM2646		C01413		met	iML1515
tcynt_p	['tcynt', 'M_tcynt']	MNXM762	HSCN	C01755	cpd01211	met	iML1515
acanth_c	['M_acanth', 'acanth']	MNXM1939	N-ACETYLANTHRANILATE	C06332	cpd03773	met	iML1515
so2_p	['so2', 'M_so2']	MNXM4835	SULFUR-DIOXIDE	['C09306', 'D05961']	cpd06201	met	iML1515
mn2_c	['mn2', 'M_mn2']	MNXM2255	MN+2	C19610	['cpd00030', 'cpd20863']	met	iML1515
pa181_c	['pa181', 'M_pa181']	MNXM90511			cpd15527	met	iML1515
2agpg181_p	['2agpg181', 'M_2agpg181']	MNXM3455				met	iML1515
tdecoa_c	['M_tdecoa', 'tdecoa']	MNXM2290				met	iML1515
thym_p	['M_thym', 'thym']	MNXM386	THYMINE	C00178	cpd00151	met	iML1515
mocogdp_c	['M_mocogdp', 'mocogdp']	MNXM62333		C19928	cpd21167	met	iML1515
octapb_c	['M_octapb', 'octapb']	MNXM147531				met	iML1515
cysi__L_e	['cysi__L', 'M_cysi__L']	MNXM927	CYSTINE	['C00491', 'D03636']	cpd00381	met	iML1515
dhap_c	['M_dhap', 'dhap']	MNXM77	DIHYDROXY-ACETONE-PHOSPHATE	C00111	cpd00095	met	iML1515
prbatp_c	['prbatp', 'M_prbatp']	MNXM1351	PHOSPHORIBOSYL-ATP		cpd01775	met	iML1515
10fthf_c	['M_10fthf', '10fthf']	MNXM237	10-FORMYL-THF	C00234	cpd00201	met	iML1515
btal_c	['M_btal', 'btal']	MNXM1017	BUTANAL	C01412	cpd01011	met	iML1515
6pgg_c	['6pgg', 'M_6pgg']	MNXM147389				met	iML1515
co2_e	['co2', 'M_co2']	MNXM13	CARBON-DIOXIDE	['C00011', 'D00004']	cpd00011	met	iML1515
akg_e	['M_akg', 'akg']	MNXM20	2-KETOGLUTARATE	C00026	cpd00024	met	iML1515
gsn_e	['gsn', 'M_gsn']	MNXM401	GUANOSINE	C00387	cpd00311	met	iML1515
pydx5p_c	['M_pydx5p', 'pydx5p']	MNXM161	PYRIDOXAL_PHOSPHATE	C00018	cpd00016	met	iML1515
3dhgulnp_c	['M_3dhgulnp', '3dhgulnp']	MNXM1170	CPD-2343	C14899	cpd10596	met	iML1515
g3ps_c	['g3ps', 'M_g3ps']	MNXM97117	CPD0-2030		cpd15468	met	iML1515
adphep_LD_c	['M_adphep_LD', 'adphep_LD']	MNXM857	ADP-L-GLYCERO-D-MANNO-HEPTOSE	C06398	cpd03831	met	iML1515
lyx__L_c	['lyx__L', 'M_lyx__L']	MNXM4641	CPD-15867	C01508	cpd01067	met	iML1515
din_p	['M_din', 'din']	MNXM935	DEOXYINOSINE	C05512	cpd03279	met	iML1515
malt_p	['malt', 'M_malt']	MNXM165	['MALTOSE', 'ALPHA-MALTOSE']	['C00208', 'C00897', 'D00044', 'G00275']	['cpd00179', 'cpd00665']	met	iML1515
pppn_p	['pppn', 'M_pppn']	MNXM1403	3-PHENYLPROPIONATE	C05629	cpd03343	met	iML1515
hphhlipa_c	['M_hphhlipa', 'hphhlipa']	MNXM56168	CPD0-2238		cpd15488	met	iML1515
phphhlipa_c	['phphhlipa', 'M_phphhlipa']	MNXM75133	CPD0-2239		cpd15550	met	iML1515
murein3px4p_p	['M_murein3px4p', 'murein3px4p']	MNXM88341	CPD0-2273		cpd15503	met	iML1515
1odec11eg3p_c	['M_1odec11eg3p', '1odec11eg3p']	MNXM91049			cpd15328	met	iML1515
12dgr181_p	['12dgr181', 'M_12dgr181']	MNXM3775				met	iML1515
dsbdrd_c	['M_dsbdrd', 'dsbdrd']	MNXM8620			cpd15451	met	iML1515
sla_c						met	iML1515
ribflv_p	['M_ribflv', 'ribflv']	MNXM270	RIBOFLAVIN	['D00050', 'C00255']	cpd00220	met	iML1515
cysi__L_c	['M_cysi__L', 'cysi__L']	MNXM927	CYSTINE	['C00491', 'D03636']	cpd00381	met	iML1515
f1p_c	['M_f1p', 'f1p']	MNXM145568	['D-fructofuranose-1-phosphate', 'D-fructose-1-phosphate']	C01094	cpd00802	met	iML1515
thr__L_c	['thr__L', 'M_thr__L']	MNXM142	THR	['D00041', 'C00188']	cpd00161	met	iML1515
2ddglcn_c	['M_2ddglcn', '2ddglcn']	MNXM440	2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204	cpd00176	met	iML1515
btn_e	['btn', 'M_btn']	MNXM304	BIOTIN	['D00029', 'C00120']	cpd00104	met	iML1515
ocdcea_e	['M_ocdcea', 'ocdcea']	MNXM306	OLEATE-CPD	['D02315', 'C00712']	cpd00536	met	iML1515
dtdp4d6dg_c	['M_dtdp4d6dg', 'dtdp4d6dg']	MNXM451	DTDP-DEOH-DEOXY-GLUCOSE	C11907	cpd00521	met	iML1515
acmum_e	['M_acmum', 'acmum']	MNXM2263	NACMUR	C02713	cpd01757	met	iML1515
man_p	['M_man', 'man']	MNXM182	MANNOSE	C00159	['cpd00138', 'cpd27437']	met	iML1515
adocbl_e	['M_adocbl', 'adocbl']	MNXM489	ADENOSYLCOBALAMIN	['C00194', 'D00042']	cpd00166	met	iML1515
frulysp_c	['frulysp', 'M_frulysp']	MNXM11605			cpd15467	met	iML1515
dump_p	['M_dump', 'dump']	MNXM234	DUMP	C00365	cpd00299	met	iML1515
eca4und_p	['eca4und', 'M_eca4und']	MNXM6545			cpd15458	met	iML1515
pa160_c	['M_pa160', 'pa160']	MNXM17312	CPD0-1422		['cpd26147', 'cpd15524']	met	iML1515
cdpdhdec9eg_c	['cdpdhdec9eg', 'M_cdpdhdec9eg']	MNXM4508			cpd15418	met	iML1515
progly_c	['progly', 'M_progly']	MNXM7481	CPD0-2182		cpd15551	met	iML1515
clpn161_p	['M_clpn161', 'clpn161']	MNXM4501	CPD-19674			met	iML1515
1ddecg3p_p	['M_1ddecg3p', '1ddecg3p']	MNXM4232	CPD0-2200		cpd15325	met	iML1515
ca2_p	['ca2', 'M_ca2']	MNXM128	CA+2	C00076	['cpd00063', 'cpd29674']	met	iML1515
iscssh_c	['iscssh', 'M_iscssh']	MNXM146402				met	iML1515
novbcn_p	['novbcn', 'M_novbcn']	MNXM65002	CPD-15417	C05080	cpd03032	met	iML1515
rpntp_c						met	iML1515
gmplys_c						met	iML1515
r5p_c	['M_r5p', 'r5p']	MNXM15900	CPD-15318	C03736	cpd19028	met	iML1515
akg_c	['akg', 'M_akg']	MNXM20	2-KETOGLUTARATE	C00026	cpd00024	met	iML1515
ac_c	['M_ac', 'ac']	MNXM26	ACET	['D00010', 'C00033']	cpd00029	met	iML1515
citr__L_c	['M_citr__L', 'citr__L']	MNXM211	L-CITRULLINE	['D07706', 'C00327']		met	iML1515
34hpp_c	['34hpp', 'M_34hpp']	MNXM153	P-HYDROXY-PHENYLPYRUVATE	C01179	cpd00868	met	iML1515
duri_c	['M_duri', 'duri']	MNXM492	DEOXYURIDINE	C00526	cpd00412	met	iML1515
ala_B_c	['M_ala_B', 'ala_B']	MNXM144	B-ALANINE	['C00099', 'D07561']	cpd00085	met	iML1515
no2_e	['M_no2', 'no2']	MNXM107	NITRITE	C00088	cpd00075	met	iML1515
tag6p__D_c	['M_tag6p__D', 'tag6p__D']	MNXM795	TAGATOSE-6-PHOSPHATE	C01097	cpd00805	met	iML1515
dhpppn_c	['dhpppn', 'M_dhpppn']	MNXM826	2-3-DIHYDROXYPHENYL-PROPIONATE	C04044	cpd02501	met	iML1515
g6p_e	['g6p', 'M_g6p']	MNXM160	D-glucopyranose-6-phosphate	C00092	['cpd00079', 'cpd26836']	met	iML1515
hdcea_c	['hdcea', 'M_hdcea']	MNXM950				met	iML1515
acgam6p_c	['acgam6p', 'M_acgam6p']	MNXM63556	['N-ACETYL-D-GLUCOSAMINE-6-P', 'CPD-16168']	C00357	cpd00293	met	iML1515
thmpp_c	['M_thmpp', 'thmpp']	MNXM256	THIAMINE-PYROPHOSPHATE	C00068	cpd00056	met	iML1515
val__L_p	['val__L', 'M_val__L']	MNXM199	VAL	['C00183', 'D00039', 'C16436']	['cpd15141', 'cpd00156']	met	iML1515
ppt_p	['ppt', 'M_ppt']	MNXM1683	['CPD-12755', 'PHOSPHONATE']	C06701	cpd04099	met	iML1515
pyr_p	['pyr', 'M_pyr']	MNXM23	PYRUVATE	C00022	cpd00020	met	iML1515
ni2_c	['M_ni2', 'ni2']	MNXM1847		C00291		met	iML1515
peamn_p	['M_peamn', 'peamn']	MNXM660	PHENYLETHYLAMINE	C05332	cpd03161	met	iML1515
mso3_e	['M_mso3', 'mso3']	MNXM1485	CPD-3746	C11145	cpd08023	met	iML1515
murein5p5p_p	['murein5p5p', 'M_murein5p5p']	MNXM88345	CPD0-2283		cpd15511	met	iML1515
thrp_e	['thrp', 'M_thrp']	MNXM1492	L-THREONINE-O-3-PHOSPHATE	C12147	cpd08928	met	iML1515
octa_c	['octa', 'M_octa']	MNXM750	CPD-195	['C06423', 'D05220']	cpd03846	met	iML1515
1odecg3p_p	['1odecg3p', 'M_1odecg3p']	MNXM32950	CPD0-2113		cpd15329	met	iML1515
LalaLglu_e	['LalaLglu', 'M_LalaLglu']	MNXM4026	CPD0-1445	C20958	cpd15388	met	iML1515
mththf_c	['M_mththf', 'mththf']	MNXM30887	CPD-10774	C21382		met	iML1515
sufbcd_2fe2s_c	['M_sufbcd_2fe2s', 'sufbcd_2fe2s']	MNXM147308				met	iML1515
bwco_c	['M_bwco', 'bwco']	MNXM148529				met	iML1515
f_p						met	iML1515
fru_c	['fru', 'M_fru']	MNXM1380	['FRU', 'D-Fructopyranose', 'CPD-15382']	['D00114', 'C00095', 'C10906', 'C01496', 'C05003']	['cpd27040', 'cpd00082', 'cpd19015']	met	iML1515
glyc3p_c	['M_glyc3p', 'glyc3p']	MNXM66	GLYCEROL-3P	C00093	cpd00080	met	iML1515
2ahbut_c	['M_2ahbut', '2ahbut']	MNXM114220	2-ACETO-2-HYDROXY-BUTYRATE	C06006	cpd19045	met	iML1515
ser__L_c	['ser__L', 'M_ser__L']	MNXM53	['Serines', 'SER']	['C00065', 'D00016', 'C00716']	['cpd00054', 'cpd30743']	met	iML1515
ump_c	['M_ump', 'ump']	MNXM80	UMP	C00105	cpd00091	met	iML1515
4c2me_c	['4c2me', 'M_4c2me']	MNXM1642	4-CYTIDINE-5-DIPHOSPHO-2-C	C11435	cpd08287	met	iML1515
ade_e	['ade', 'M_ade']	MNXM168	['ADENINE-RING', 'ADENINE']	['D00034', 'C00147']	['cpd00128', 'cpd22238']	met	iML1515
rmn_e	['rmn', 'M_rmn']	MNXM1151	['L-rhamnose', 'L-rhamnopyranose']	C00507	['cpd27379', 'cpd00396']	met	iML1515
2dhguln_c	['M_2dhguln', '2dhguln']	MNXM114283			cpd15351	met	iML1515
2ddglcn_e	['2ddglcn', 'M_2ddglcn']	MNXM440	2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204	cpd00176	met	iML1515
glyb_e	['glyb', 'M_glyb']	MNXM289	BETAINE	['D07523', 'C00719']	cpd00540	met	iML1515
glcr_e	['glcr', 'M_glcr']	MNXM744	D-GLUCARATE	C00818	['cpd00571', 'cpd00609', 'cpd01246']	met	iML1515
cyan_c	['cyan', 'M_cyan']	MNXM254	['HCN', 'CPD-13584']	['C00177', 'C01326']	['cpd00150', 'cpd19012']	met	iML1515
cu2_e	['cu2', 'M_cu2']	MNXM632	CU+2		cpd00058	met	iML1515
15dap_p	['15dap', 'M_15dap']	MNXM943	CADAVERINE	C01672	cpd01155	met	iML1515
ptrc_p	['ptrc', 'M_ptrc']	MNXM118	PUTRESCINE	C00134	cpd00118	met	iML1515
arbtn_p	['M_arbtn', 'arbtn']	MNXM96506			cpd15411	met	iML1515
34dhpac_e	['34dhpac', 'M_34dhpac']	MNXM1401	34-DIHYDROXYPHENYLACETALDEHYDE	C04043	cpd02500	met	iML1515
anhgm_e	['anhgm', 'M_anhgm']	MNXM3060			cpd15396	met	iML1515
cu2_p	['M_cu2', 'cu2']	MNXM632	CU+2		cpd00058	met	iML1515
14glucan_p	['M_14glucan', '14glucan']	MNXM2905	1-4-alpha-D-Glucan		cpd21754	met	iML1515
pgp141_c	['pgp141', 'M_pgp141']	MNXM5271				met	iML1515
dsbard_p	['dsbard', 'M_dsbard']	MNXM12618			cpd15447	met	iML1515
galctn__L_e	['galctn__L', 'M_galctn__L']	MNXM636	CPD0-1083	C15930	cpd14659	met	iML1515
pydxn_p	['M_pydxn', 'pydxn']	MNXM419	PYRIDOXINE	['D08454', 'C00314']	cpd00263	met	iML1515
preq0_c	['preq0', 'M_preq0']	MNXM2207	7-CYANO-7-DEAZAGUANINE	C15996	cpd14718	met	iML1515
iscu_2fe2s_c	['M_iscu_2fe2s', 'iscu_2fe2s']	MNXM147129				met	iML1515
novbcn_e	['novbcn', 'M_novbcn']	MNXM65002	CPD-15417	C05080	cpd03032	met	iML1515
flxr_c	['flxr', 'M_flxr']	MNXM6271			cpd15465	met	iML1515
lcts_c	['M_lcts', 'lcts']	MNXM362	CPD-15972	['C00243', 'G10504', 'D00046']	cpd00208	met	iML1515
3ohdcoa_c	['3ohdcoa', 'M_3ohdcoa']	MNXM738	3-OXOPALMITOYL-COA	C05259	cpd03114	met	iML1515
gln__L_e	['M_gln__L', 'gln__L']	MNXM37	GLN	['D00015', 'C00064', 'C00303']	['cpd00053', 'cpd00253']	met	iML1515
tre_e	['tre', 'M_tre']	MNXM87661	CPD-15990	['G09275', 'G11546']		met	iML1515
glyald_c	['glyald', 'M_glyald']	MNXM435	GLYCERALD	C00577	cpd00448	met	iML1515
g3pg_c	['g3pg', 'M_g3pg']	MNXM598	GLYCEROPHOSPHOGLYCEROL	C03274	cpd02090	met	iML1515
adocbl_c	['M_adocbl', 'adocbl']	MNXM489	ADENOSYLCOBALAMIN	['C00194', 'D00042']	cpd00166	met	iML1515
idon__L_e	['M_idon__L', 'idon__L']	MNXM1565	L-IDONATE	C00770	cpd00573	met	iML1515
tcynt_c	['M_tcynt', 'tcynt']	MNXM762	HSCN	C01755	cpd01211	met	iML1515
pheme_e	['pheme', 'M_pheme']	MNXM249	PROTOHEME			met	iML1515
3hodcoa_c	['3hodcoa', 'M_3hodcoa']	MNXM31746	CPD0-2253		cpd15204	met	iML1515
all__D_e	['M_all__D', 'all__D']	MNXM40570	['ALLOSE', 'CPD-15629']	C01487	cpd01055	met	iML1515
ca2_e	['M_ca2', 'ca2']	MNXM128	CA+2	C00076	['cpd29674', 'cpd00063']	met	iML1515
fe2_p	['fe2', 'M_fe2']	MNXM111	FE+2	C14818	cpd10515	met	iML1515
g1p_e	['g1p', 'M_g1p']	MNXM89588	D-glucose-1-phosphates	C00103	['cpd00089', 'cpd28817']	met	iML1515
udcpdp_p	['M_udcpdp', 'udcpdp']	MNXM5043	CPD-9649		cpd25775	met	iML1515
ag_e	['M_ag', 'ag']	MNXM12939		C06710	cpd04100	met	iML1515
pa141_c	['pa141', 'M_pa141']	MNXM90512			cpd15523	met	iML1515
cdpdddecg_c	['cdpdddecg', 'M_cdpdddecg']	MNXM4507			cpd15417	met	iML1515
pe140_p	['pe140', 'M_pe140']	MNXM2859	CPD-17087			met	iML1515
2agpg120_c	['M_2agpg120', '2agpg120']	MNXM3450				met	iML1515
2tdecg3p_p	['M_2tdecg3p', '2tdecg3p']	MNXM5491			cpd15363	met	iML1515
2odecg3p_c	['M_2odecg3p', '2odecg3p']	MNXM5481	CPD-17274		cpd15358	met	iML1515
hdcoa_c	['M_hdcoa', 'hdcoa']	MNXM90167				met	iML1515
o16a4colipa_e	['o16a4colipa', 'M_o16a4colipa']	MNXM91789			cpd15518	met	iML1515
udcpgl_c						met	iML1515
mepn_c						met	iML1515
mepn_p						met	iML1515
cyst__L_c	['cyst__L', 'M_cyst__L']	MNXM319	L-CYSTATHIONINE	C02291	cpd19019	met	iML1515
dutp_c	['M_dutp', 'dutp']	MNXM452	DUTP	C00460	cpd00358	met	iML1515
dmlz_c	['M_dmlz', 'dmlz']	MNXM1313	DIMETHYL-D-RIBITYL-LUMAZINE	C04332	cpd02656	met	iML1515
pan4p_c	['pan4p', 'M_pan4p']	MNXM722721	PHOSPHOPANTOTHEINE-GROUP	C01134	cpd27792	met	iML1515
adprib_c	['adprib', 'M_adprib']	MNXM48596	ADENOSINE_DIPHOSPHATE_RIBOSE	['C01882', 'C00301']	['cpd00251', 'cpd01296']	met	iML1515
quln_c	['quln', 'M_quln']	MNXM555	QUINOLINATE	C03722	cpd02333	met	iML1515
dxyl_c	['dxyl', 'M_dxyl']	MNXM2454	CPD-1093	C06257	cpd03738	met	iML1515
dhptd_c	['M_dhptd', 'dhptd']	MNXM2449		C11838	cpd08636	met	iML1515
lipa_c	['lipa', 'M_lipa']	MNXM946		C06026	cpd03587	met	iML1515
sheme_c	['M_sheme', 'sheme']	MNXM82173	SIROHEME	C00748	cpd00557	met	iML1515
all__D_p	['all__D', 'M_all__D']	MNXM40570	['CPD-15629', 'ALLOSE']	C01487	cpd01055	met	iML1515
h2o_p	['M_h2o', 'oh1', 'h2o', 'M_oh1']	MNXM2	['OH', 'WATER', 'OXONIUM']	['C00001', 'D00001', 'C01328']	['cpd15275', 'cpd00001']	met	iML1515
hdca_p	['hdca', 'M_hdca']	MNXM108	PALMITATE	['C00249', 'D05341']	cpd00214	met	iML1515
gal1p_p	['M_gal1p', 'gal1p']	MNXM336	GALACTOSE-1P	['C03384', 'C00446']	['cpd00348', 'cpd19025']	met	iML1515
g3pe_e	['g3pe', 'M_g3pe']	MNXM368	L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	C01233		met	iML1515
anhm3p_c	['anhm3p', 'M_anhm3p']	MNXM32389	CPD0-2284		cpd15400	met	iML1515
clpn140_p	['M_clpn140', 'clpn140']	MNXM83974	CPD-19676			met	iML1515
12dgr180_p	['M_12dgr180', '12dgr180']	MNXM4217				met	iML1515
2agpe140_p	['M_2agpe140', '2agpe140']	MNXM34809	CPD0-2165		cpd26435	met	iML1515
5drib_c	['5drib', 'M_5drib']	MNXM4391	CPD0-2167		['cpd15380', 'cpd17002']	met	iML1515
uracp_c	['uracp', 'M_uracp']	MNXM2304	CPD0-2338	C20231	cpd21464	met	iML1515
preq1_c	['preq1', 'M_preq1']	MNXM3198	7-AMINOMETHYL-7-DEAZAGUANINE	C16675	cpd19185	met	iML1515
bmoco_c	['bmoco', 'M_bmoco']	MNXM147053	CPD-15874			met	iML1515
bmoco1gdp_c	['M_bmoco1gdp', 'bmoco1gdp']	MNXM148110				met	iML1515
f_e						met	iML1515
iprimv_c						met	iML1515
psuri_c						met	iML1515
xu5p__D_c	['M_xu5p__D', 'xu5p__D']	MNXM186	XYLULOSE-5-PHOSPHATE	C00231	cpd00198	met	iML1515
aspsa_c	['M_aspsa', 'aspsa']	MNXM361	L-ASPARTATE-SEMIALDEHYDE	C00441	cpd00346	met	iML1515
xtsn_c	['xtsn', 'M_xtsn']	MNXM687	XANTHOSINE	C01762	cpd01217	met	iML1515
alltn_e	['alltn', 'M_alltn']	MNXM612	ALLANTOIN	['D00121', 'C01551']	cpd01092	met	iML1515
f6p_e	['f6p', 'M_f6p']	MNXM155029	CPD-15709	C00085	cpd00072	met	iML1515
fadh2_c	['fadh2', 'M_fadh2']	MNXM38	FADH2	C01352	cpd00982	met	iML1515
dhpmp_c	['M_dhpmp', 'dhpmp']	MNXM1645	DIHYDRONEOPTERIN-P	C05925	['cpd03521', 'cpd29676']	met	iML1515
pppi_c	['M_pppi', 'pppi']	MNXM332	P3I	C00536	cpd00421	met	iML1515
ocdca_e	['M_ocdca', 'ocdca']	MNXM236	STEARIC_ACID	['D00119', 'C01530']	cpd01080	met	iML1515
glyclt_c	['M_glyclt', 'glyclt']	MNXM222	GLYCOLLATE	C00160	cpd00139	met	iML1515
ppap_c	['ppap', 'M_ppap']	MNXM1499	PROPIONYL-P	C02876	cpd01844	met	iML1515
gp4g_c	['gp4g', 'M_gp4g']	MNXM1582	CPD-609	C01261	cpd00925	met	iML1515
glyb_c	['glyb', 'M_glyb']	MNXM289	BETAINE	['D07523', 'C00719']	cpd00540	met	iML1515
phaccoa_c	['M_phaccoa', 'phaccoa']	MNXM502	CPD-207	C00582	cpd00452	met	iML1515
but_e	['but', 'M_but']	MNXM162281				met	iML1515
kdo2lipid4p_c	['M_kdo2lipid4p', 'kdo2lipid4p']	MNXM58983	CPD0-2265		cpd15491	met	iML1515
cobalt2_e	['cobalt2', 'M_cobalt2']	MNXM90960	CO+2	C00175	cpd00149	met	iML1515
cbl1_c	['cbl1', 'M_cbl1']	MNXM91519	COB-I-ALAMIN	C00853		met	iML1515
uri_p	['uri', 'M_uri']	MNXM288	URIDINE	C00299	cpd00249	met	iML1515
ocdcea_p	['ocdcea', 'M_ocdcea']	MNXM306	OLEATE-CPD	['C00712', 'D02315']	cpd00536	met	iML1515
dimp_c	['M_dimp', 'dimp']	MNXM1922	DIMP	C06196	cpd03704	met	iML1515
odecoa_c	['M_odecoa', 'odecoa']	MNXM1848				met	iML1515
cgly_c	['M_cgly', 'cgly']	MNXM683	CYS-GLY	C01419	cpd01017	met	iML1515
metsox_R__L_e	['metsox_R__L', 'M_metsox_R__L']	MNXM2245	CPD-8990	C15998	['cpd14720', 'cpd15497']	met	iML1515
pheme_p	['pheme', 'M_pheme']	MNXM249	PROTOHEME			met	iML1515
dimp_p	['dimp', 'M_dimp']	MNXM1922	DIMP	C06196	cpd03704	met	iML1515
ctbt_p	['M_ctbt', 'ctbt']	MNXM154950	CROTONO-BETAINE		cpd08305	met	iML1515
murein5p4p_p	['murein5p4p', 'M_murein5p4p']	MNXM5971			cpd15510	met	iML1515
toct2eACP_c	['toct2eACP', 'M_toct2eACP']	MNXM23766	2-Octenoyl-ACPs	C05751	cpd11471	met	iML1515
clpn141_p	['M_clpn141', 'clpn141']	MNXM7149				met	iML1515
2agpe120_c	['M_2agpe120', '2agpe120']	MNXM34808	CPD0-2178		cpd26439	met	iML1515
1agpg181_p	['M_1agpg181', '1agpg181']	MNXM73868	CPD-8365		cpd25202	met	iML1515
oxalcoa_c	['M_oxalcoa', 'oxalcoa']	MNXM618	OXALYL-COA	C00313	cpd00262	met	iML1515
hdceap_c	['M_hdceap', 'hdceap']	MNXM147482				met	iML1515
mepn_e						met	iML1515
3pg_c	['M_3pg', '3pg']	MNXM126	G3P	C00197		met	iML1515
ctp_c	['ctp', 'M_ctp']	MNXM63	CTP	C00063	cpd00052	met	iML1515
dadp_c	['dadp', 'M_dadp']	MNXM374	DADP	C00206	cpd00177	met	iML1515
xan_c	['M_xan', 'xan']	MNXM174	XANTHINE	C00385	cpd00309	met	iML1515
2p4c2me_c	['2p4c2me', 'M_2p4c2me']	MNXM1641	2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	C11436	cpd08288	met	iML1515
lgt__S_c	['lgt__S', 'M_lgt__S']	MNXM1253	S-LACTOYL-GLUTATHIONE	C03451	cpd02182	met	iML1515
gam1p_c	['gam1p', 'M_gam1p']	MNXM969	GLUCOSAMINE-1P	C06156	cpd03671	met	iML1515
zn2_e	['zn2', 'HC02172', 'M_HC02172', 'M_zn2']	MNXM149	ZN+2	C00038	cpd00034	met	iML1515
ura_e	['M_ura', 'ura']	MNXM158	URACIL	['D00027', 'C00106']	cpd00092	met	iML1515
lys__L_e	['lys__L', 'M_lys__L']	MNXM78	LYS	['C16440', 'D02304', 'C00047']	['cpd19182', 'cpd00039']	met	iML1515
cynt_c	['M_cynt', 'cynt']	MNXM1191	CPD-69	C01417	cpd01015	met	iML1515
ascb6p_c	['M_ascb6p', 'ascb6p']	MNXM2689	L-ASCORBATE-6-PHOSPHATE	C16186	cpd14905	met	iML1515
acmum6p_c	['M_acmum6p', 'acmum6p']	MNXM90332		C16698	cpd15391	met	iML1515
