qseqid,sseqid,evalue_x,pident_x,length_x,bitscore_x,ppos_x,qcovs_x,evalue_y,pident_y,length_y,bitscore_y,ppos_y,qcovs_y
BSU00310,MBLCLPDI_00361,4.95e-52,31.25,320,171.0,52.5,96,1.0599999999999999e-51,31.25,320,171.0,52.5,95
BSU00340,MBLCLPDI_00766,6.919999999999999e-71,45.902,244,214.0,64.75,98,1.4699999999999998e-70,45.902,244,214.0,64.75,97
BSU00360,MBLCLPDI_00363,2.1999999999999997e-103,53.873000000000005,284,300.0,70.07,97,7.699999999999999e-99,53.873000000000005,284,289.0,70.07,98
BSU00380,MBLCLPDI_00228,0.0,58.528999999999996,680,808.0,76.32,100,0.0,57.794,680,799.0,75.88,100
BSU00390,MBLCLPDI_00229,4.949999999999999e-64,38.281,256,197.0,60.55,100,1.0999999999999998e-63,38.281,256,197.0,60.55,94
BSU00410,MBLCLPDI_00230,5.17e-57,48.128,187,174.0,66.31,100,1.09e-56,48.128,187,174.0,66.31,99
BSU00420,MBLCLPDI_00231,3.4899999999999993e-90,47.222,288,266.0,68.75,98,5.259999999999999e-86,47.222,288,256.0,68.75,97
BSU00460,MBLCLPDI_00233,7.049999999999998e-90,44.17,283,265.0,66.08,98,1.4400000000000001e-89,44.17,283,265.0,66.08,100
BSU00470,MBLCLPDI_00237,2.989999999999999e-95,49.265,272,278.0,69.12,95,5.959999999999999e-95,49.265,272,278.0,69.12,100
BSU00500,MBLCLPDI_00238,0.0,54.746,453,516.0,72.85,99,0.0,54.746,453,516.0,72.85,99
BSU00510,MBLCLPDI_00239,2.9599999999999997e-165,68.139,317,459.0,86.44,99,6.429999999999999e-165,68.139,317,459.0,86.44,96
BSU00530,MBLCLPDI_00279,5.9e-54,47.593999999999994,187,166.0,72.73,98,8.169999999999999e-62,47.593999999999994,187,187.0,72.73,100
BSU00550,MBLCLPDI_00280,0.0,48.132,1178,1125.0,68.68,99,0.0,48.132,1178,1125.0,68.68,99
BSU00590,MBLCLPDI_00281,1.7600000000000002e-33,64.19800000000001,81,107.0,80.25,94,3.85e-33,64.19800000000001,81,107.0,80.25,90
BSU00630,MBLCLPDI_00283,3.85e-33,41.29,155,110.0,54.19,93,1.27e-32,42.581,155,110.0,54.84,95
BSU00670,MBLCLPDI_00284,3.32e-50,28.508000000000003,449,173.0,48.11,90,6.829999999999999e-50,28.508000000000003,449,173.0,48.11,90
BSU00680,MBLCLPDI_00285,1.4999999999999998e-65,53.073,179,195.0,73.74,99,6.8299999999999995e-59,53.073,179,179.0,73.74,99
BSU00690,MBLCLPDI_00286,0.0,55.21,643,619.0,72.47,97,0.0,55.988,643,685.0,73.25,91
BSU00710,MBLCLPDI_00287,1.5999999999999997e-105,49.485,291,305.0,70.79,99,3.5099999999999996e-105,49.485,291,305.0,70.79,95
BSU00730,MBLCLPDI_01948,4.599999999999998e-137,63.518,307,386.0,81.11,99,9.329999999999997e-128,63.518,307,363.0,81.11,100
BSU00770,MBLCLPDI_01411,1.34e-46,35.249,261,157.0,58.62,90,3.8e-46,35.249,261,157.0,58.62,67
BSU00790,MBLCLPDI_01415,1.8399999999999998e-38,45.802,131,125.0,64.89,78,3.92e-38,45.802,131,125.0,64.89,77
BSU00810,MBLCLPDI_00288,2.2399999999999992e-141,57.576,330,399.0,73.33,98,4.679999999999999e-141,57.576,330,399.0,73.33,99
BSU00820,MBLCLPDI_00289,0.0,59.465,486,593.0,75.72,97,0.0,59.465,486,595.0,75.72,96
BSU00830,MBLCLPDI_01647,2.31e-39,44.667,150,127.0,68.67,97,4.87e-39,44.667,150,127.0,68.67,95
BSU00860,MBLCLPDI_01646,0.0,56.757,814,932.0,76.17,99,0.0,56.757,814,907.0,76.17,98
BSU00870,MBLCLPDI_00328,0.0,63.02,457,617.0,78.77,99,0.0,63.02,457,617.0,78.77,100
BSU00890,MBLCLPDI_00329,8.21e-108,47.238,362,317.0,66.02,98,1.7799999999999998e-107,47.238,362,317.0,66.02,94
BSU00920,MBLCLPDI_01336,5.319999999999999e-153,47.211000000000006,502,441.0,65.74,100,1.7399999999999993e-147,47.211000000000006,502,428.0,65.74,99
BSU00940,MBLCLPDI_00330,0.0,56.688,471,546.0,71.76,99,0.0,56.688,471,546.0,71.76,99
BSU00950,MBLCLPDI_00331,3.99e-43,49.242,132,135.0,67.42,92,7.99e-43,49.242,132,135.0,67.42,96
BSU00960,MBLCLPDI_00332,1.0699999999999997e-97,53.441,247,282.0,74.49,99,2.2299999999999995e-97,53.441,247,282.0,74.49,99
BSU01010,MBLCLPDI_00335,1.5699999999999998e-80,63.218,174,233.0,77.01,98,2.3099999999999996e-78,63.218,174,228.0,77.01,97
BSU01020,MBLCLPDI_00336,7.89e-77,81.56,141,220.0,90.07,100,4.049999999999999e-79,81.56,141,227.0,90.07,100
BSU01030,MBLCLPDI_00337,3.479999999999999e-102,61.233000000000004,227,292.0,76.65,98,1.1999999999999998e-93,61.739,230,271.0,76.52,100
BSU01040,MBLCLPDI_00342,1.6399999999999998e-52,49.068000000000005,161,161.0,67.7,97,3.43e-52,49.068000000000005,161,161.0,67.7,97
BSU01070,MBLCLPDI_01644,0.0,69.815,1186,1717.0,83.64,99,0.0,69.815,1186,1717.0,83.64,98
BSU01080,MBLCLPDI_01643,0.0,70.935,1187,1749.0,84.25,99,0.0,70.935,1187,1769.0,84.25,98
BSU01100,MBLCLPDI_01640,3.169999999999999e-78,81.884,138,224.0,84.78,100,6.679999999999999e-78,81.884,138,224.0,84.78,99
BSU01110,MBLCLPDI_01639,5.96e-91,75.0,156,257.0,89.74,100,1.2499999999999998e-90,75.0,156,257.0,89.74,100
BSU01120,MBLCLPDI_01638,0.0,68.116,690,1004.0,84.35,99,0.0,68.116,690,1004.0,84.35,99
BSU01130,MBLCLPDI_00733,0.0,74.365,394,582.0,85.03,99,0.0,74.365,394,580.0,85.03,99
BSU01150,MBLCLPDI_01636,2.2699999999999995e-62,82.353,102,181.0,97.06,100,4.739999999999999e-62,82.353,102,181.0,97.06,100
BSU01160,MBLCLPDI_01635,4.5699999999999996e-104,65.865,208,295.0,82.69,99,9.999999999999997e-104,65.865,208,295.0,82.69,95
BSU01170,MBLCLPDI_01634,7.319999999999999e-99,64.251,207,281.0,80.68,100,1.5299999999999995e-98,64.251,207,281.0,80.68,100
BSU01180,MBLCLPDI_01633,7.76e-38,65.934,91,118.0,79.12,96,1.67e-37,65.934,91,118.0,79.12,93
BSU01190,MBLCLPDI_01632,8.399999999999998e-144,70.90899999999999,275,401.0,82.18,99,1.7799999999999996e-143,70.90899999999999,275,401.0,82.18,98
BSU01200,MBLCLPDI_01631,9.69e-48,72.222,90,143.0,84.44,98,2.03e-47,72.222,90,143.0,84.44,98
BSU01210,MBLCLPDI_01630,4.03e-49,64.22,109,148.0,81.65,96,8.58e-49,64.22,109,148.0,81.65,95
BSU01220,MBLCLPDI_01629,2.2699999999999996e-122,74.208,221,342.0,87.33,100,4.8099999999999995e-122,74.208,221,342.0,87.33,100
BSU01230,MBLCLPDI_01628,3.2099999999999995e-77,75.524,143,222.0,87.41,99,6.709999999999998e-77,75.524,143,222.0,87.41,99
BSU01250,MBLCLPDI_01626,1.62e-44,75.294,85,134.0,87.06,98,3.4299999999999996e-44,75.294,85,134.0,87.06,97
BSU01260,MBLCLPDI_01625,8.889999999999999e-69,78.689,122,199.0,89.34,100,1.86e-68,78.689,122,199.0,89.34,100
BSU01270,MBLCLPDI_01624,1.5900000000000003e-42,63.725,102,130.0,77.45,99,3.29e-42,63.725,102,130.0,77.45,100
BSU01280,MBLCLPDI_01623,2.4999999999999994e-105,78.09,178,296.0,88.2,99,5.259999999999999e-105,78.09,178,296.0,88.2,99
BSU01290,MBLCLPDI_01622,1.9e-31,78.689,61,100.0,83.61,100,3.98e-31,78.689,61,100.0,83.61,100
BSU01300,MBLCLPDI_01621,4.31e-75,76.515,132,215.0,90.15,100,9.019999999999998e-75,76.515,132,215.0,90.15,100
BSU01310,MBLCLPDI_01620,1.4799999999999997e-60,51.955,179,182.0,70.39,100,3.0899999999999997e-60,51.955,179,182.0,70.39,100
BSU01320,MBLCLPDI_01619,2.8799999999999995e-54,68.333,120,162.0,80.0,100,5.92e-54,68.333,120,162.0,80.0,100
BSU01330,MBLCLPDI_01618,1.9199999999999996e-81,70.186,161,234.0,86.34,97,4.079999999999999e-81,70.186,161,234.0,86.34,95
BSU01350,MBLCLPDI_01616,1.0999999999999999e-65,66.438,146,192.0,82.19,100,2.2599999999999997e-65,66.438,146,192.0,82.19,100
BSU01360,MBLCLPDI_01615,2.3699999999999992e-153,52.751999999999995,436,437.0,70.87,100,5.029999999999999e-153,52.751999999999995,436,437.0,70.87,99
BSU01370,MBLCLPDI_01614,2.769999999999999e-98,63.426,216,281.0,76.85,99,2.1699999999999994e-92,63.426,216,267.0,76.85,99
BSU01380,MBLCLPDI_01535,8.14e-68,40.964,249,207.0,61.85,99,1.9599999999999996e-67,40.964,249,207.0,61.85,87
BSU01390,MBLCLPDI_01613,2.9399999999999995e-41,79.167,72,125.0,91.67,100,6.149999999999999e-41,79.167,72,125.0,91.67,100
BSU01410,MBLCLPDI_01611,2.06e-61,73.554,121,180.0,88.43,100,4.31e-61,73.554,121,180.0,88.43,100
BSU01420,MBLCLPDI_01610,4.799999999999999e-68,78.906,128,197.0,89.06,98,3.759999999999999e-68,78.906,128,198.0,89.06,99
BSU01430,MBLCLPDI_01609,1.2799999999999996e-158,68.354,316,441.0,83.86,100,2.669999999999999e-158,68.354,316,441.0,83.86,100
BSU01440,MBLCLPDI_01608,9.19e-55,64.286,126,163.0,78.57,100,2.03e-54,64.286,126,163.0,78.57,99
BSU01450,MBLCLPDI_01607,4.759999999999999e-88,50.379,264,259.0,68.94,94,9.749999999999998e-88,50.379,264,259.0,68.94,96
BSU01460,MBLCLPDI_01606,9.459999999999998e-76,45.56,259,228.0,66.41,93,2.0599999999999998e-75,45.56,259,228.0,66.41,89
BSU01470,MBLCLPDI_01605,1.5399999999999996e-72,41.667,264,219.0,63.26,99,5.389999999999999e-63,41.667,264,196.0,63.26,99
BSU01480,MBLCLPDI_01604,6.129999999999999e-75,47.773,247,224.0,63.97,99,1.3299999999999998e-74,47.773,247,224.0,63.97,96
BSU01490,MBLCLPDI_01603,1.75e-59,59.441,143,177.0,75.52,99,3.7099999999999998e-59,59.441,143,177.0,75.52,97
BSU01500,MBLCLPDI_01602,7.739999999999999e-59,65.625,128,174.0,78.12,98,1.6299999999999995e-58,65.625,128,174.0,78.12,98
BSU01750,MBLCLPDI_00448,1.3999999999999998e-101,59.426,244,294.0,79.92,89,1.9699999999999995e-106,59.426,244,307.0,79.92,86
BSU01770,MBLCLPDI_00450,0.0,63.61600000000001,448,592.0,79.69,99,0.0,63.61600000000001,448,592.0,79.69,99
BSU01780,MBLCLPDI_00451,0.0,55.848,607,663.0,70.51,100,0.0,55.848,607,663.0,70.51,100
BSU01890,MBLCLPDI_01950,1.0199999999999998e-35,32.95,261,130.0,54.79,67,1.66e-37,32.95,261,136.0,54.79,68
BSU02060,MBLCLPDI_01047,2.4199999999999992e-169,56.512,453,481.0,74.83,97,1.8599999999999995e-164,56.512,453,469.0,74.83,97
BSU02120,MBLCLPDI_00387,1.5599999999999996e-170,46.992,532,489.0,69.36,98,4.269999999999998e-176,46.992,532,504.0,69.36,99
BSU02350,MBLCLPDI_01924,2.4199999999999998e-24,42.968999999999994,128,103.0,60.16,20,5.4e-24,42.968999999999994,128,103.0,60.16,20
BSU02360,MBLCLPDI_01155,2.6299999999999994e-64,46.913999999999994,243,196.0,62.14,98,5.169999999999999e-64,46.913999999999994,243,196.0,62.14,99
BSU02400,MBLCLPDI_01169,0.0,62.667,450,573.0,78.67,96,0.0,62.667,450,581.0,78.67,96
BSU02410,MBLCLPDI_01170,1.9999999999999997e-83,43.607,305,250.0,60.33,97,4.1199999999999995e-83,43.607,305,250.0,60.33,95
BSU02670,MBLCLPDI_01455,1.8399999999999994e-132,44.118,476,387.0,65.13,99,3.729999999999999e-132,44.118,476,387.0,65.13,99
BSU02920,MBLCLPDI_01984,6.559999999999999e-61,42.975,242,189.0,64.88,92,1.5099999999999998e-57,42.975,242,181.0,64.88,96
BSU03020,MBLCLPDI_01996,1.64e-48,25.581,516,170.0,46.32,99,3.71e-48,25.581,516,170.0,46.32,99
BSU03050,MBLCLPDI_00993,6.139999999999998e-120,53.247,308,344.0,72.73,96,1.29e-119,53.247,308,344.0,72.73,94
BSU03130,MBLCLPDI_00311,9.019999999999998e-109,57.353,272,312.0,72.06,99,1.909999999999999e-108,57.353,272,312.0,72.06,99
BSU03350,MBLCLPDI_02005,4.8099999999999995e-46,41.951,205,147.0,59.51,98,1.13e-45,41.951,205,147.0,59.51,94
BSU03600,MBLCLPDI_00321,2.0999999999999997e-71,50.43899999999999,228,214.0,67.98,92,4.369999999999999e-71,50.43899999999999,228,214.0,67.98,97
BSU03610,MBLCLPDI_00323,3.71e-44,39.912,228,146.0,59.65,84,7.61e-44,39.912,228,146.0,59.65,85
BSU03670,MBLCLPDI_00301,5.659999999999998e-159,49.797,492,457.0,66.46,97,2.4199999999999996e-142,49.894,471,415.0,67.3,94
BSU03750,MBLCLPDI_00458,4.159999999999999e-90,57.203,236,261.0,72.03,100,9.149999999999997e-90,57.203,236,261.0,72.03,99
BSU03760,MBLCLPDI_00459,3.429999999999999e-108,38.589,482,326.0,61.2,98,7.519999999999998e-116,38.589,482,347.0,61.2,96
BSU03790,MBLCLPDI_00693,3.539999999999999e-140,45.455,451,405.0,63.86,99,7.369999999999998e-140,45.455,451,405.0,63.86,99
BSU03840,MBLCLPDI_01676,9.919999999999997e-146,48.093,472,422.0,66.74,96,6.389999999999998e-146,49.769,432,424.0,69.21,86
BSU03900,MBLCLPDI_00215,8.399999999999999e-82,35.411,401,255.0,59.1,91,2.6299999999999998e-81,35.411,401,255.0,59.1,87
BSU03910,MBLCLPDI_00036,1.0899999999999998e-73,33.708,445,235.0,51.46,96,2.2499999999999995e-73,33.708,445,235.0,51.46,96
BSU03920,MBLCLPDI_00033,2.1899999999999997e-55,38.014,292,177.0,56.16,99,7.63e-46,37.165,261,153.0,55.17,89
BSU04150,MBLCLPDI_00187,1.26e-38,28.923000000000002,325,134.0,47.69,100,2.79e-38,28.923000000000002,325,134.0,47.69,100
BSU04300,MBLCLPDI_01720,1.7599999999999997e-70,31.264,435,225.0,52.87,99,9.979999999999999e-64,31.264,435,208.0,52.87,99
BSU04320,MBLCLPDI_00388,0.0,50.897,613,581.0,69.49,100,0.0,50.897,613,601.0,69.49,100
BSU04360,MBLCLPDI_01713,4.289999999999999e-80,37.046,413,250.0,57.63,93,1.1999999999999998e-74,35.194,412,236.0,56.07,95
BSU04480,MBLCLPDI_00136,1.7999999999999995e-75,40.882,340,232.0,62.35,97,9.599999999999999e-86,40.882,340,259.0,62.35,99
BSU04560,MBLCLPDI_00526,2.0499999999999998e-74,36.785,367,231.0,57.22,100,4.58e-74,36.785,367,231.0,57.22,93
BSU04570,MBLCLPDI_00261,4.419999999999999e-102,37.637,457,308.0,57.99,98,1.0999999999999998e-97,37.637,457,298.0,57.99,99
BSU04580,MBLCLPDI_00262,0.0,53.213,498,534.0,71.49,97,0.0,56.443999999999996,450,535.0,75.56,90
BSU04620,MBLCLPDI_00272,4.37e-33,43.59,117,108.0,64.1,97,9.07e-33,43.59,117,108.0,64.1,97
BSU04640,MBLCLPDI_00273,1.5999999999999996e-99,43.396,371,296.0,62.53,94,3.229999999999999e-99,43.396,371,296.0,62.53,98
BSU04660,MBLCLPDI_00274,5.49e-56,68.468,111,166.0,82.88,96,1.2299999999999999e-55,68.468,111,166.0,82.88,90
BSU04780,MBLCLPDI_00312,0.0,50.483000000000004,725,731.0,71.03,99,0.0,50.483000000000004,725,699.0,71.03,99
BSU04790,MBLCLPDI_00313,1.15e-42,47.183,142,135.0,61.97,94,2.41e-42,47.183,142,135.0,61.97,95
BSU04800,MBLCLPDI_01763,6.54e-37,25.798000000000002,376,134.0,48.14,97,1.4899999999999999e-36,25.798000000000002,376,134.0,48.14,90
BSU05120,MBLCLPDI_01662,2.74e-34,80.0,65,107.0,87.69,98,5.719999999999999e-34,80.0,65,107.0,87.69,98
BSU05160,MBLCLPDI_00470,3.86e-42,30.104,289,144.0,54.33,89,7.679999999999999e-42,30.104,289,144.0,54.33,94
BSU05180,MBLCLPDI_02096,3.549999999999999e-82,33.262,466,258.0,53.86,99,7.479999999999999e-82,33.262,466,258.0,53.86,99
BSU05260,MBLCLPDI_00183,5.350000000000001e-29,34.286,175,102.0,52.0,92,1.06e-28,34.286,175,102.0,52.0,94
BSU05290,MBLCLPDI_02041,2.1e-32,46.93899999999999,98,106.0,68.37,76,3.5299999999999994e-32,46.93899999999999,98,106.0,68.37,95
BSU05300,MBLCLPDI_01960,2.79e-30,37.342,158,107.0,55.7,80,6.17e-30,37.342,158,107.0,55.7,66
BSU05850,MBLCLPDI_01843,1.02e-32,28.959,221,115.0,56.11,92,2.18e-32,28.959,221,115.0,56.11,91
BSU05860,MBLCLPDI_00995,5.2e-39,46.93899999999999,147,130.0,65.99,48,5.42e-39,46.93899999999999,147,130.0,65.99,99
BSU05910,MBLCLPDI_00440,7.94e-46,52.448,143,143.0,65.73,89,1.6e-45,52.448,143,143.0,65.73,94
BSU05920,MBLCLPDI_00371,1.86e-46,40.265,226,150.0,56.19,98,4.09e-46,40.265,226,150.0,56.19,93
BSU05940,MBLCLPDI_00373,1.2699999999999997e-142,57.988,338,403.0,74.85,97,2.629999999999999e-142,57.44,336,403.0,75.0,98
BSU05950,MBLCLPDI_00381,0.0,47.582,641,601.0,68.33,99,0.0,47.582,641,595.0,68.33,98
BSU05970,MBLCLPDI_00382,2.5699999999999996e-82,54.63399999999999,205,240.0,76.1,94,5.349999999999999e-82,54.63399999999999,205,240.0,76.1,96
BSU06020,MBLCLPDI_00384,2.63e-34,53.763000000000005,93,109.0,75.27,99,5.4899999999999995e-34,53.763000000000005,93,109.0,75.27,99
BSU06030,MBLCLPDI_00385,0.0,68.934,544,737.0,84.19,100,0.0,70.095,525,749.0,85.9,97
BSU06320,MBLCLPDI_00180,1.42e-34,36.869,198,120.0,57.58,68,1.3899999999999999e-31,36.869,198,113.0,57.58,93
BSU06360,MBLCLPDI_01772,0.0,68.70100000000001,508,743.0,83.46,99,0.0,68.70100000000001,508,743.0,83.46,98
BSU06370,MBLCLPDI_00549,5.239999999999998e-152,54.312,429,436.0,72.26,98,7.069999999999999e-156,54.312,429,446.0,72.26,90
BSU06420,MBLCLPDI_00140,6.789999999999999e-66,60.51,157,194.0,73.25,97,1.4099999999999997e-65,60.51,157,194.0,73.25,98
BSU06430,MBLCLPDI_00141,1.0199999999999999e-122,49.856,347,356.0,68.3,91,5.099999999999999e-125,50.141999999999996,351,362.0,68.66,91
BSU06440,MBLCLPDI_00142,0.0,64.65100000000001,430,597.0,80.93,99,0.0,64.65100000000001,430,597.0,80.93,99
BSU06450,MBLCLPDI_00143,3.5199999999999995e-76,46.552,232,226.0,65.52,96,7.289999999999998e-76,46.552,232,226.0,65.52,97
BSU06470,MBLCLPDI_00145,2.5499999999999995e-99,58.371,221,284.0,75.57,97,5.309999999999999e-99,58.371,221,284.0,75.57,98
BSU06480,MBLCLPDI_00146,0.0,56.95,741,833.0,72.33,99,0.0,56.95,741,826.0,72.33,99
BSU06490,MBLCLPDI_00147,0.0,57.63399999999999,465,533.0,77.2,97,0.0,57.63399999999999,465,560.0,77.2,96
BSU06500,MBLCLPDI_00148,9.369999999999998e-129,54.545,330,368.0,70.91,95,2.919999999999999e-125,54.545,330,360.0,70.91,96
BSU06510,MBLCLPDI_00149,6.079999999999999e-55,42.391000000000005,184,169.0,65.22,94,1.2399999999999998e-54,42.391000000000005,184,169.0,65.22,97
BSU06520,MBLCLPDI_00150,0.0,58.398,512,620.0,75.59,99,0.0,58.398,512,620.0,75.59,100
BSU06530,MBLCLPDI_00151,3.199999999999999e-114,42.583999999999996,418,337.0,61.96,99,1.7799999999999996e-108,42.823,418,323.0,60.77,98
BSU06540,MBLCLPDI_01926,9.35e-30,40.288000000000004,139,102.0,60.43,98,2.1899999999999996e-29,40.288000000000004,139,102.0,60.43,89
BSU06610,MBLCLPDI_01597,0.0,56.481,756,836.0,72.35,99,0.0,56.481,756,840.0,72.35,99
BSU06620,MBLCLPDI_01596,0.0,52.18,665,705.0,71.73,99,0.0,52.18,665,687.0,71.73,98
BSU06630,MBLCLPDI_01595,1.5999999999999998e-78,36.228,403,243.0,55.09,99,1.35e-75,35.897,390,236.0,55.38,95
BSU06680,MBLCLPDI_01593,0.0,56.442,489,535.0,75.46,100,0.0,56.442,489,535.0,75.46,99
BSU06690,MBLCLPDI_01592,0.0,62.185,476,607.0,78.15,100,0.0,62.185,476,622.0,78.15,100
BSU06720,MBLCLPDI_01591,6.109999999999999e-106,50.338,296,308.0,72.64,96,1.4199999999999995e-105,50.338,296,308.0,72.64,88
BSU06730,MBLCLPDI_01589,9.019999999999998e-158,48.79600000000001,457,451.0,66.74,99,1.8899999999999995e-157,48.79600000000001,457,451.0,66.74,99
BSU07260,MBLCLPDI_01776,0.0,51.986999999999995,629,615.0,66.45,97,0.0,51.538000000000004,650,632.0,66.62,93
BSU07340,MBLCLPDI_01796,3.7199999999999994e-141,46.725,458,409.0,69.0,99,2.529999999999999e-144,46.725,458,417.0,69.0,98
BSU07370,MBLCLPDI_00856,0.0,48.898999999999994,636,618.0,69.03,99,0.0,48.113,636,579.0,68.4,100
BSU07420,MBLCLPDI_01970,7.269999999999998e-133,38.921,519,392.0,61.08,100,1.5099999999999997e-132,38.921,519,392.0,61.08,99
BSU07500,MBLCLPDI_01119,1.1799999999999999e-30,35.686,255,112.0,54.12,75,5.54e-32,35.6,250,117.0,54.4,95
BSU07570,MBLCLPDI_01687,1.7399999999999995e-180,55.773,459,510.0,74.73,96,5.559999999999999e-177,55.773,459,502.0,74.73,97
BSU07880,MBLCLPDI_00258,5.739999999999999e-37,38.816,152,120.0,57.24,97,1.18e-36,38.816,152,120.0,57.24,99
BSU07900,MBLCLPDI_01531,4.61e-40,30.798000000000002,263,137.0,55.51,96,2.6e-38,30.798000000000002,263,133.0,55.51,89
BSU08020,MBLCLPDI_00094,7.709999999999998e-157,46.895,467,449.0,66.6,100,1.6199999999999999e-156,46.895,467,449.0,66.6,99
BSU08220,MBLCLPDI_01846,1.8699999999999994e-144,38.321999999999996,608,428.0,61.35,97,1.4599999999999995e-137,38.056,607,411.0,61.45,99
BSU08425,MBLCLPDI_01680,9.389999999999997e-116,30.598000000000003,853,369.0,51.7,98,9.699999999999998e-123,30.598000000000003,853,388.0,51.7,96
BSU08520,MBLCLPDI_01528,7.19e-50,35.985,264,161.0,56.44,100,5.199999999999999e-47,35.985,264,154.0,56.44,99
BSU08540,MBLCLPDI_01759,6.74e-41,32.677,254,145.0,57.48,63,1.37e-40,32.677,254,145.0,57.48,65
BSU08600,MBLCLPDI_01526,1.28e-83,44.07899999999999,304,251.0,63.82,91,3.3199999999999996e-85,44.736999999999995,304,256.0,64.14,98
BSU08730,MBLCLPDI_01437,4.52e-39,42.466,146,125.0,61.64,98,9.84e-39,42.466,146,125.0,61.64,97
BSU08880,MBLCLPDI_01204,3.8e-39,69.663,89,121.0,79.78,100,7.959999999999999e-39,69.663,89,121.0,79.78,100
BSU08930,MBLCLPDI_00662,6.3e-57,50.968,155,172.0,73.55,96,1.3899999999999999e-56,50.968,155,172.0,73.55,91
BSU09070,MBLCLPDI_01482,1.0699999999999998e-37,34.0,200,129.0,59.0,85,2.78e-37,34.0,200,129.0,59.0,69
BSU09190,MBLCLPDI_01158,9.07e-56,31.703000000000003,511,204.0,48.14,37,1.16e-55,31.703000000000003,511,204.0,48.14,66
BSU09210,MBLCLPDI_00650,2.33e-56,44.18600000000001,215,180.0,61.86,71,4.85e-56,44.18600000000001,215,180.0,61.86,71
BSU09280,MBLCLPDI_01908,9.949999999999998e-68,47.788000000000004,226,206.0,62.83,81,2.86e-61,47.788000000000004,226,190.0,62.83,95
BSU09290,MBLCLPDI_01192,0.0,60.121,494,652.0,78.95,99,0.0,60.121,494,652.0,78.95,99
BSU09310,MBLCLPDI_00411,0.0,45.0,580,543.0,65.0,99,0.0,45.0,580,543.0,65.0,100
BSU09540,MBLCLPDI_00765,1.34e-44,38.806,201,144.0,60.2,100,2.9799999999999996e-44,38.806,201,144.0,60.2,90
BSU09550,MBLCLPDI_01917,1.2899999999999999e-58,31.795,390,194.0,56.67,86,6.219999999999999e-70,32.603,411,225.0,57.18,92
BSU09650,MBLCLPDI_00225,6.61e-30,32.828,198,108.0,55.56,79,1.3e-29,32.828,198,108.0,55.56,80
BSU09680,MBLCLPDI_01989,1.1899999999999997e-95,38.038000000000004,418,292.0,59.33,92,9.509999999999998e-101,37.528,445,306.0,58.65,96
BSU09910,MBLCLPDI_01402,3.879999999999999e-67,35.882,340,214.0,53.24,79,4.3599999999999994e-66,37.46,315,213.0,54.6,79
BSU09920,MBLCLPDI_01401,1.36e-33,34.783,253,135.0,54.94,43,1.56e-33,34.783,253,135.0,54.94,51
BSU09950,MBLCLPDI_01400,5.309999999999999e-41,35.786,299,140.0,58.86,98,1.7699999999999998e-39,35.948,306,137.0,58.17,97
BSU10030,MBLCLPDI_01398,1.7899999999999997e-47,51.799,139,146.0,68.35,95,3.7099999999999995e-47,51.799,139,146.0,68.35,97
BSU10040,MBLCLPDI_01397,3.999999999999999e-100,56.25,240,288.0,74.17,97,8.3e-100,56.25,240,288.0,74.17,98
