qseqid,sseqid,evalue_x,pident_x,length_x,bitscore_x,ppos_x,qcovs_x,evalue_y,pident_y,length_y,bitscore_y,ppos_y,qcovs_y
stu0186,MBLCLPDI_00235,4.179999999999999e-27,29.858,211,100.0,53.55,90,1.12e-31,29.858,211,111.0,53.55,90
stu0194,MBLCLPDI_00462,0.0,66.14699999999999,449,628.0,81.96,100,0.0,66.14699999999999,449,628.0,81.96,99
stu0195,MBLCLPDI_00602,1.0299999999999999e-48,40.693000000000005,231,157.0,60.17,96,3.28e-58,40.693000000000005,231,181.0,60.17,93
stu0197,MBLCLPDI_00775,4.289999999999999e-97,53.785,251,280.0,70.12,99,3.339999999999999e-97,53.785,251,280.0,70.12,98
stu0198,MBLCLPDI_00776,3.5399999999999996e-72,44.361000000000004,266,218.0,66.17,99,4.849999999999999e-74,44.361000000000004,266,223.0,66.17,99
stu0199,MBLCLPDI_00777,4.1499999999999986e-123,46.062,419,360.0,65.16,98,1.2399999999999997e-126,46.353,425,369.0,65.65,99
stu0200,MBLCLPDI_00778,0.0,49.028999999999996,618,582.0,66.02,99,0.0,49.028999999999996,618,582.0,66.02,98
stu0204,MBLCLPDI_00385,0.0,70.425,541,745.0,85.58,99,0.0,70.425,541,753.0,85.58,99
stu0211,MBLCLPDI_01985,5.44e-56,38.181999999999995,275,179.0,57.45,92,4.38e-56,38.181999999999995,275,179.0,57.45,89
stu0212,MBLCLPDI_01404,0.0,44.105,687,567.0,63.32,87,0.0,44.105,687,567.0,63.32,94
stu0215,MBLCLPDI_00335,1.6899999999999995e-65,53.672,177,195.0,68.93,98,1.2999999999999998e-65,53.672,177,195.0,68.93,98
stu0216,MBLCLPDI_00188,3.94e-33,44.379,169,111.0,58.58,99,5.93e-36,44.379,169,118.0,58.58,98
stu0220,MBLCLPDI_01432,0.0,62.098,839,1080.0,76.28,99,0.0,62.098,839,1080.0,76.28,99
stu0226,MBLCLPDI_00310,0.0,62.603,484,644.0,79.34,99,0.0,62.603,484,644.0,79.34,99
stu0227,MBLCLPDI_00311,3.799999999999999e-119,63.603,272,338.0,75.74,99,2.929999999999999e-119,63.603,272,338.0,75.74,99
stu0229,MBLCLPDI_00324,1.2299999999999997e-164,52.315,432,467.0,68.98,96,9.429999999999995e-165,52.315,432,467.0,68.98,97
stu0230,MBLCLPDI_01007,3.479999999999999e-153,39.916,714,461.0,58.96,89,4.3399999999999985e-148,39.775999999999996,714,447.0,58.82,90
stu0231,MBLCLPDI_01008,5.5499999999999986e-68,55.172,174,202.0,71.26,87,4.3699999999999996e-68,55.172,174,202.0,71.26,85
stu0232,MBLCLPDI_01009,8.299999999999999e-41,41.477,176,132.0,60.8,100,7.04e-41,41.477,176,132.0,60.8,93
stu0234,MBLCLPDI_01012,1.2299999999999998e-162,57.256,379,458.0,74.93,97,9.609999999999996e-163,57.256,379,458.0,74.93,94
stu0237,MBLCLPDI_01163,3.53e-58,42.276,246,198.0,62.2,24,7.62e-59,42.276,246,198.0,62.2,85
stu0239,MBLCLPDI_01385,1.9499999999999996e-153,50.0,432,438.0,70.14,98,1.4599999999999996e-153,50.0,432,438.0,70.14,99
stu0242,MBLCLPDI_01349,2.0499999999999995e-57,56.129,155,173.0,78.71,97,4.06e-61,56.129,155,182.0,78.71,98
stu0245,MBLCLPDI_01358,7.789999999999999e-66,37.821,312,205.0,58.65,98,3.72e-73,37.821,312,224.0,58.65,98
stu0247,MBLCLPDI_01356,1.1999999999999998e-64,41.86,258,198.0,62.02,100,9.669999999999999e-65,41.86,258,198.0,62.02,98
stu0248,MBLCLPDI_01355,3.5699999999999994e-60,61.268,142,180.0,76.06,86,6.939999999999999e-62,59.864,147,184.0,76.19,88
stu0249,MBLCLPDI_01549,7.64e-37,37.788000000000004,217,125.0,59.45,94,6.319999999999999e-38,37.788000000000004,217,128.0,59.45,92
stu0252,MBLCLPDI_00694,6.799999999999999e-43,30.288,416,152.0,46.63,95,5.43e-43,30.288,416,152.0,46.63,93
stu0255,MBLCLPDI_00591,1.25e-61,38.235,272,191.0,58.46,99,9.44e-62,38.235,272,191.0,58.46,99
stu0256,MBLCLPDI_00592,1.1e-52,46.667,195,168.0,65.13,60,5.0600000000000005e-53,46.667,195,168.0,65.13,98
stu0257,MBLCLPDI_00593,9.040000000000001e-35,39.766,171,116.0,52.63,97,6.86e-35,39.766,171,116.0,52.63,99
stu0260,MBLCLPDI_00843,4.949999999999999e-41,38.461999999999996,234,137.0,58.12,96,3.1e-37,38.461999999999996,234,127.0,58.12,88
stu0261,MBLCLPDI_00844,1.58e-48,43.888999999999996,180,153.0,66.11,92,1.25e-48,43.888999999999996,180,153.0,66.11,90
stu0262,MBLCLPDI_00845,3.2499999999999995e-88,54.93600000000001,233,257.0,74.25,96,2.4499999999999996e-88,54.93600000000001,233,257.0,74.25,98
stu0267,MBLCLPDI_00662,5.229999999999999e-73,59.281000000000006,167,213.0,74.85,98,3.9999999999999994e-73,59.281000000000006,167,213.0,74.85,99
stu0291,MBLCLPDI_00323,4.03e-34,33.205999999999996,262,120.0,50.76,90,2.87e-34,33.205999999999996,262,120.0,50.76,96
stu0297,MBLCLPDI_00209,1.9199999999999996e-77,45.486000000000004,288,234.0,65.97,95,1.38e-77,45.486000000000004,288,234.0,65.97,98
stu0301,MBLCLPDI_00208,2.3699999999999994e-127,51.585,347,365.0,73.78,98,1.8099999999999997e-127,51.585,347,365.0,73.78,97
stu0302,MBLCLPDI_00207,6.559999999999998e-73,57.658,222,218.0,72.52,96,4.989999999999999e-70,57.658,222,210.0,72.52,97
stu0313,MBLCLPDI_01715,2.79e-30,31.39,223,108.0,52.91,99,2.12e-30,31.39,223,108.0,52.91,95
stu0314,MBLCLPDI_01716,4.97e-71,32.684,462,228.0,56.49,99,1.44e-63,32.684,462,207.0,56.49,99
stu0315,MBLCLPDI_00110,2.6299999999999995e-82,53.75,240,242.0,67.08,100,2.05e-82,53.75,240,242.0,67.08,99
stu0316,MBLCLPDI_01365,9.699999999999999e-29,35.374,147,101.0,60.54,83,7.7e-29,35.374,147,101.0,60.54,79
stu0317,MBLCLPDI_01363,6.239999999999999e-100,64.15899999999999,226,286.0,78.32,98,4.739999999999999e-100,64.15899999999999,226,286.0,78.32,99
stu0319,MBLCLPDI_01379,1.12e-60,58.0,150,181.0,70.67,94,8.269999999999999e-61,58.0,150,181.0,70.67,97
stu0321,MBLCLPDI_01377,2.8999999999999995e-79,41.29,310,239.0,65.16,98,2.3099999999999998e-79,41.29,310,239.0,65.16,99
stu0322,MBLCLPDI_00852,0.0,69.565,437,640.0,83.75,100,0.0,69.565,437,640.0,83.75,100
stu0329,MBLCLPDI_00103,0.0,65.012,423,580.0,81.09,99,0.0,65.012,423,580.0,81.09,97
stu0334,MBLCLPDI_01209,3.049999999999999e-79,47.736999999999995,243,234.0,65.02,99,2.3699999999999994e-79,47.736999999999995,243,234.0,65.02,98
stu0335,MBLCLPDI_00986,6.339999999999999e-48,34.961999999999996,266,156.0,56.02,99,4.95e-48,34.961999999999996,266,156.0,56.02,96
stu0336,MBLCLPDI_00549,2.83e-93,36.383,470,286.0,58.72,98,1.1099999999999998e-97,36.383,470,298.0,58.72,92
stu0337,MBLCLPDI_00440,6.64e-39,43.885,139,125.0,68.35,93,2.48e-37,43.885,139,121.0,67.63,91
stu0339,MBLCLPDI_01183,5.799999999999999e-50,37.262,263,168.0,60.84,64,1.59e-50,34.211,304,169.0,57.57,86
stu0340,MBLCLPDI_00780,2.4799999999999998e-45,44.805,154,142.0,67.53,97,1.9e-45,44.805,154,142.0,67.53,98
stu0341,MBLCLPDI_00781,1.2599999999999998e-104,45.026,382,310.0,66.49,90,7.959999999999999e-104,44.882,381,308.0,66.4,93
stu0344,MBLCLPDI_00784,0.0,60.538000000000004,669,803.0,76.08,82,0.0,65.94,596,782.0,81.04,99
stu0345,MBLCLPDI_00785,2.8999999999999993e-43,53.097,113,134.0,78.76,97,2.26e-43,53.097,113,134.0,78.76,95
stu0349,MBLCLPDI_02102,2.29e-108,42.278,518,327.0,57.53,99,9.439999999999997e-116,42.278,518,346.0,57.53,98
stu0350,MBLCLPDI_01430,7.149999999999998e-121,39.411,543,363.0,58.75,99,3.129999999999999e-115,39.411,543,348.0,58.75,98
stu0353,MBLCLPDI_02078,6.519999999999998e-68,31.888,392,216.0,52.3,99,4.9699999999999984e-68,31.888,392,216.0,52.3,99
stu0355,MBLCLPDI_00505,1.0299999999999998e-113,70.142,211,319.0,87.68,100,7.909999999999998e-114,70.142,211,319.0,87.68,100
stu0356,MBLCLPDI_00422,3.949999999999999e-100,67.876,193,284.0,84.97,98,9.459999999999999e-95,66.839,193,270.0,83.94,97
stu0366,MBLCLPDI_01948,4.349999999999999e-130,61.842,304,369.0,79.28,99,1.56e-122,61.842,304,349.0,79.28,99
stu0367,MBLCLPDI_00392,1.0100000000000001e-54,40.488,205,169.0,65.85,99,7.76e-55,40.488,205,169.0,65.85,98
stu0368,MBLCLPDI_00393,1.2099999999999999e-97,39.041,438,296.0,57.76,97,9.289999999999998e-98,39.041,438,296.0,57.76,97
stu0369,MBLCLPDI_00394,1.1799999999999997e-50,40.351,228,160.0,57.46,100,2.0999999999999996e-45,39.912,228,146.0,56.58,100
stu0370,MBLCLPDI_00395,1.4699999999999997e-67,55.801,181,200.0,73.48,99,5.51e-66,55.801,181,196.0,73.48,99
stu0372,MBLCLPDI_00873,2.3599999999999993e-116,53.548,310,334.0,71.94,99,1.8099999999999998e-116,53.548,310,334.0,71.94,99
stu0375,MBLCLPDI_01528,1.1599999999999999e-32,31.395,258,116.0,53.49,98,9.1e-33,31.395,258,116.0,53.49,97
stu0376,MBLCLPDI_00094,5.2899999999999985e-142,44.468999999999994,452,411.0,67.04,99,4.159999999999999e-142,44.468999999999994,452,411.0,67.04,96
stu0377,MBLCLPDI_02050,2.3899999999999998e-102,48.328,329,300.0,64.74,98,1.8599999999999997e-102,48.328,329,300.0,64.74,95
stu0378,MBLCLPDI_00693,1.1699999999999998e-131,43.458999999999996,451,384.0,63.86,99,8.969999999999997e-132,43.458999999999996,451,384.0,63.86,99
stu0381,MBLCLPDI_01088,2.8300000000000003e-45,47.518,141,141.0,69.5,98,2.22e-45,47.518,141,141.0,69.5,95
stu0382,MBLCLPDI_01087,1.4399999999999996e-96,47.54600000000001,326,285.0,65.95,99,1.1199999999999999e-96,47.54600000000001,326,285.0,65.95,99
stu0386,MBLCLPDI_01085,2.08e-56,36.455,299,181.0,56.86,95,1.6399999999999996e-56,36.455,299,181.0,56.86,93
stu0387,MBLCLPDI_01084,3.15e-89,51.23,244,260.0,71.31,99,2.4099999999999995e-89,51.23,244,260.0,71.31,100
stu0388,MBLCLPDI_01083,1.7299999999999993e-152,53.18600000000001,408,434.0,70.59,99,1.3199999999999997e-152,53.18600000000001,408,434.0,70.59,99
stu0390,MBLCLPDI_01081,9.19e-41,47.857,140,129.0,64.29,99,7.17e-41,47.857,140,129.0,64.29,97
stu0391,MBLCLPDI_01080,0.0,55.973,452,527.0,75.22,99,0.0,55.973,452,532.0,75.22,99
stu0392,MBLCLPDI_01079,8.499999999999998e-108,53.333,285,310.0,68.77,98,6.359999999999998e-108,53.333,285,310.0,68.77,97
stu0393,MBLCLPDI_01078,3.589999999999999e-92,50.397,252,268.0,71.03,98,2.0499999999999997e-81,50.397,252,241.0,71.03,97
stu0394,MBLCLPDI_01744,4.269999999999999e-84,72.078,154,240.0,84.42,96,3.22e-84,72.078,154,240.0,84.42,97
stu0397,MBLCLPDI_00574,0.0,55.14,535,565.0,75.89,99,0.0,55.14,535,558.0,75.89,100
stu0411,MBLCLPDI_00552,4.3699999999999993e-147,53.42100000000001,380,417.0,70.53,99,3.3399999999999987e-147,53.42100000000001,380,417.0,70.53,99
stu0412,MBLCLPDI_00553,1.7499999999999996e-151,54.68,406,431.0,70.94,99,6.839999999999998e-163,54.68,406,459.0,70.94,100
stu0413,MBLCLPDI_01391,6.629999999999999e-25,24.49,392,103.0,46.94,73,5.03e-25,24.49,392,103.0,46.94,75
stu0417,MBLCLPDI_01324,5.649999999999999e-49,71.28699999999999,101,147.0,86.14,97,4.23e-49,71.28699999999999,101,147.0,86.14,99
stu0418,MBLCLPDI_01322,1.13e-45,70.652,92,138.0,84.78,96,8.339999999999999e-46,70.652,92,138.0,84.78,99
stu0423,MBLCLPDI_01020,1.52e-28,32.857,210,104.0,53.81,95,1.6000000000000001e-28,32.857,210,104.0,53.81,72
stu0424,MBLCLPDI_00698,6.55e-85,48.45,258,250.0,67.44,99,5.079999999999999e-85,48.45,258,250.0,67.44,99
stu0425,MBLCLPDI_00855,2.2299999999999996e-113,42.857,399,333.0,63.41,99,1.7099999999999995e-113,42.857,399,333.0,63.41,99
stu0426,MBLCLPDI_00856,0.0,48.50899999999999,637,583.0,67.03,99,0.0,48.50899999999999,637,566.0,67.03,99
stu0431,MBLCLPDI_01359,5.04e-52,53.676,136,157.0,68.38,100,3.85e-52,53.676,136,157.0,68.38,100
stu0433,MBLCLPDI_01847,5.4499999999999985e-143,38.64,603,423.0,60.2,99,1.0199999999999996e-131,38.64,603,394.0,60.2,99
stu0438,MBLCLPDI_00771,1.68e-115,64.557,237,327.0,81.86,97,1.2599999999999996e-115,64.557,237,327.0,81.86,99
stu0439,MBLCLPDI_00772,3.16e-64,52.513999999999996,179,192.0,72.07,97,2.44e-61,52.513999999999996,179,184.0,72.07,96
stu0440,MBLCLPDI_00840,7.809999999999998e-90,50.177,283,265.0,67.84,97,6.1399999999999995e-90,50.177,283,265.0,67.84,96
stu0447,MBLCLPDI_00823,1.7299999999999995e-131,59.163999999999994,311,375.0,76.21,88,9.149999999999997e-132,58.621,319,375.0,75.55,95
stu0451,MBLCLPDI_00228,0.0,59.644,674,839.0,76.11,99,0.0,59.644,674,839.0,76.11,99
stu0457,MBLCLPDI_00583,0.0,54.535,882,964.0,71.43,99,0.0,54.535,882,968.0,71.43,99
stu0462,MBLCLPDI_00377,4.599999999999999e-101,52.107,261,291.0,74.33,99,3.499999999999999e-101,52.107,261,291.0,74.33,99
stu0463,MBLCLPDI_00378,0.0,68.878,392,556.0,79.85,99,0.0,68.878,392,556.0,79.85,100
stu0467,MBLCLPDI_00215,7.34e-48,28.101,395,164.0,49.87,95,7.49e-48,28.101,395,164.0,49.87,87
stu0477,MBLCLPDI_00554,0.0,65.203,888,1213.0,80.18,99,0.0,65.203,888,1213.0,80.18,99
stu0479,MBLCLPDI_00510,5.5e-51,39.738,229,162.0,57.64,97,4.1999999999999994e-51,39.738,229,162.0,57.64,97
stu0480,MBLCLPDI_00512,6.4299999999999995e-34,37.58,157,114.0,65.61,95,5.12e-34,37.58,157,114.0,65.61,91
stu0482,MBLCLPDI_00514,0.0,73.79,496,763.0,86.49,99,0.0,73.79,496,763.0,86.49,97
stu0483,MBLCLPDI_00515,2.3599999999999997e-92,43.949,314,272.0,63.69,100,1.9399999999999995e-92,43.949,314,272.0,63.69,100
stu0484,MBLCLPDI_00516,0.0,78.97,466,755.0,89.48,99,0.0,78.97,466,755.0,89.48,98
stu0486,MBLCLPDI_00720,3.1399999999999997e-81,37.913000000000004,393,252.0,56.49,92,9.209999999999996e-77,37.913000000000004,393,240.0,56.49,92
stu0487,MBLCLPDI_00733,0.0,75.888,394,598.0,88.07,99,0.0,75.888,394,597.0,88.07,99
stu0488,MBLCLPDI_00428,5.22e-89,48.79,248,260.0,68.55,98,3.9399999999999985e-89,48.79,248,260.0,68.55,99
stu0489,MBLCLPDI_00359,1.7199999999999994e-72,54.04,198,215.0,72.73,94,1.3399999999999998e-72,54.04,198,215.0,72.73,93
stu0490,MBLCLPDI_00361,6.76e-48,32.278,316,159.0,50.32,98,5.98e-48,32.278,316,159.0,50.32,94
stu0493,MBLCLPDI_00363,1.7999999999999996e-104,52.613,287,302.0,70.03,99,1.3699999999999999e-104,52.613,287,302.0,70.03,99
stu0494,MBLCLPDI_01562,1.4499999999999995e-91,41.131,389,278.0,62.72,94,5.649999999999999e-96,41.131,389,288.0,62.72,98
stu0496,MBLCLPDI_01426,8.199999999999999e-38,46.207,145,130.0,62.07,67,2.08e-37,46.207,145,129.0,62.07,42
stu0505,MBLCLPDI_00828,0.0,79.538,303,518.0,88.78,99,0.0,79.538,303,518.0,88.78,92
stu0507,MBLCLPDI_00829,0.0,49.277,692,669.0,68.06,100,0.0,49.41,678,645.0,67.99,98
stu0509,MBLCLPDI_01438,5.629999999999999e-114,41.348,445,339.0,64.27,96,1.6899999999999992e-116,41.348,445,345.0,64.27,98
stu0521,MBLCLPDI_01015,8.58e-34,45.775,142,112.0,68.31,93,5.21e-35,45.775,142,115.0,68.31,95
stu0522,MBLCLPDI_01016,1.5099999999999996e-125,62.543,291,357.0,72.85,98,1.1799999999999997e-125,62.543,291,357.0,72.85,96
stu0523,MBLCLPDI_00076,5.45e-65,55.0,180,193.0,71.67,98,4.309999999999999e-65,55.0,180,193.0,71.67,98
stu0524,MBLCLPDI_00509,1.5699999999999997e-163,58.255,424,462.0,76.65,99,5.369999999999999e-164,58.255,424,464.0,76.65,99
stu0525,MBLCLPDI_00129,3.869999999999999e-112,53.559,295,323.0,70.17,95,3.9799999999999983e-113,53.559,295,325.0,70.17,95
stu0526,MBLCLPDI_00091,2.809999999999999e-144,52.975,353,409.0,72.52,97,2.1399999999999993e-144,52.975,353,409.0,72.52,98
stu0527,MBLCLPDI_00090,0.0,65.655,1054,1429.0,80.46,99,0.0,65.655,1054,1439.0,80.46,99
stu0536,MBLCLPDI_00342,2.39e-58,55.09,167,176.0,73.05,100,1.8100000000000003e-58,55.09,167,176.0,73.05,100
stu0537,MBLCLPDI_00343,5.15e-32,63.934,122,105.0,72.95,100,1.7800000000000002e-33,65.574,122,109.0,74.59,100
stu0539,MBLCLPDI_01846,6.0399999999999976e-167,43.845,593,485.0,63.91,97,2.1599999999999996e-169,43.845,593,491.0,63.91,96
stu0541,MBLCLPDI_01155,2.9799999999999993e-96,57.94,233,277.0,71.67,100,2.279999999999999e-96,57.94,233,277.0,71.67,99
stu0552,MBLCLPDI_01666,9.620000000000001e-61,44.545,220,186.0,67.73,96,7.349999999999999e-61,44.545,220,186.0,67.73,96
