id_in_tp	bigg	metnetx	metacyc	kegg	seed	type	model
LTAala_LRE_c						met	iNF517
N1aspmd_c						met	iNF517
n8aspmd_c						met	iNF517
PG_c						met	iNF517
PROT_LRE_c						met	iNF517
PROT_LRE_v3_c						met	iNF517
RNA_LRE_c						met	iNF517
a_gal__D_c						met	iNF517
actACP_c						met	iNF517
aacoa_c						met	iNF517
acACP_c						met	iNF517
ac_c						met	iNF517
ac_e						met	iNF517
acald_c						met	iNF517
acald_e						met	iNF517
acamoxm_c						met	iNF517
acara_c						met	iNF517
accoa_c						met	iNF517
acg5p_c						met	iNF517
acg5sa_c						met	iNF517
acgal6p_c						met	iNF517
acgal_e						met	iNF517
acgam1p_c						met	iNF517
acgam6p_c						met	iNF517
acgam_c						met	iNF517
acgam_e						met	iNF517
acglu_c						met	iNF517
achms_c						met	iNF517
acmalt_c						met	iNF517
acmana_e						met	iNF517
acmanap_c						met	iNF517
acorn_c						met	iNF517
acser_c						met	iNF517
actn__R_c						met	iNF517
actn__R_e						met	iNF517
actp_c						met	iNF517
ade_c						met	iNF517
ade_e						met	iNF517
adn_c						met	iNF517
adp_c						met	iNF517
adpglc_c						met	iNF517
adprib_c						met	iNF517
agly3p_LRE_c						met	iNF517
ahcys_c						met	iNF517
ahdt_c						met	iNF517
aicar_c						met	iNF517
air_c						met	iNF517
akg_c						met	iNF517
akg_e						met	iNF517
n6all26d_c						met	iNF517
ala__D_c						met	iNF517
ala__D_e						met	iNF517
ala__L_c						met	iNF517
ala__L_e						met	iNF517
alaala_c						met	iNF517
alac__S_c						met	iNF517
alatrna_c						met	iNF517
amet_c						met	iNF517
amp_c						met	iNF517
anth_c						met	iNF517
apoACP_c						met	iNF517
arbt6p_c						met	iNF517
arg__L_c						met	iNF517
arg__L_e						met	iNF517
argsuc_c						met	iNF517
argtrna_c						met	iNF517
asn__L_c						met	iNF517
asn__L_e						met	iNF517
asntrna_c						met	iNF517
asp__D_c						met	iNF517
asp__L_c						met	iNF517
asp__L_e						met	iNF517
aspsa_c						met	iNF517
asptrna_c						met	iNF517
atp_c						met	iNF517
btd_RR_c						met	iNF517
btd_RR_e						met	iNF517
butACP_c						met	iNF517
bzal_c						met	iNF517
bzal_e						met	iNF517
carorn_c						met	iNF517
cbasp_c						met	iNF517
cbp_c						met	iNF517
cdp_c						met	iNF517
cdpdag_LRE_c						met	iNF517
cdpglyc_c						met	iNF517
cdprbtl_c						met	iNF517
cellb_e						met	iNF517
ch4s_c						met	iNF517
ch4s_e						met	iNF517
chitin_c						met	iNF517
chol_c						met	iNF517
chol_e						met	iNF517
chor_c						met	iNF517
cit_c						met	iNF517
cit_e						met	iNF517
citr__L_c						met	iNF517
clpn_LRE_c						met	iNF517
cmp_c						met	iNF517
co2_c						met	iNF517
co2_e						met	iNF517
coa_c						met	iNF517
cpocdacp_c						met	iNF517
cpppg3_c						met	iNF517
csn_c						met	iNF517
ctp_c						met	iNF517
cys__L_c						met	iNF517
cys__L_e						met	iNF517
cyst__L_c						met	iNF517
cystrna_c						met	iNF517
cytd_c						met	iNF517
d12dg_LRE_c						met	iNF517
dad_2_c						met	iNF517
dadp_c						met	iNF517
damp_c						met	iNF517
datp_c						met	iNF517
db4p_c						met	iNF517
dcamp_c						met	iNF517
dcdp_c						met	iNF517
dcmp_c						met	iNF517
dctp_c						met	iNF517
dcyt_c						met	iNF517
ddeacp_c						met	iNF517
decacp_c						met	iNF517
dgdp_c						met	iNF517
dgmp_c						met	iNF517
dgsn_c						met	iNF517
dgtp_c						met	iNF517
dha_c						met	iNF517
dha_e						met	iNF517
dhap_c						met	iNF517
dhf_c						met	iNF517
dhna_c						met	iNF517
dhnpt_c						met	iNF517
dhor__S_c						met	iNF517
dhpt_c						met	iNF517
diact_c						met	iNF517
diact_e						met	iNF517
dimp_c						met	iNF517
din_c						met	iNF517
dmlz_c						met	iNF517
dmpp_c						met	iNF517
dnad_c						met	iNF517
dpcoa_c						met	iNF517
drib_c						met	iNF517
drib_e						met	iNF517
dtdprmn_c						met	iNF517
dtdp_c						met	iNF517
dtdp4d6dg_c						met	iNF517
dtdp4d6dm_c						met	iNF517
dtdpglu_c						met	iNF517
dtmp_c						met	iNF517
dttp_c						met	iNF517
dudp_c						met	iNF517
dump_c						met	iNF517
duri_c						met	iNF517
dutp_c						met	iNF517
dxyl5p_c						met	iNF517
e4p_c						met	iNF517
eig3p_c						met	iNF517
etha_c						met	iNF517
etoh_c						met	iNF517
etoh_e						met	iNF517
f1p_c						met	iNF517
f6p_c						met	iNF517
fad_c						met	iNF517
fadh2_c						met	iNF517
fdp_c						met	iNF517
fdxo_42_c						met	iNF517
fdxr_42_c						met	iNF517
fe2_c						met	iNF517
fe2_e						met	iNF517
fe3_c						met	iNF517
fe3_e						met	iNF517
fgam_c						met	iNF517
fmet_c						met	iNF517
fmettrna_c						met	iNF517
fmn_c						met	iNF517
fol_c						met	iNF517
fol_e						met	iNF517
for_c						met	iNF517
for_e						met	iNF517
fpram_c						met	iNF517
fprica_c						met	iNF517
frdp_c						met	iNF517
fru_c						met	iNF517
fru_e						met	iNF517
fruur_c						met	iNF517
fum_c						met	iNF517
g1p_B_c						met	iNF517
g1p_c						met	iNF517
g3p_c						met	iNF517
g3pc_c						met	iNF517
g3pe_c						met	iNF517
g3pg_c						met	iNF517
g3pi_c						met	iNF517
g3ps_c						met	iNF517
g6p_B_c						met	iNF517
g6p_c						met	iNF517
gal1p_c						met	iNF517
gal_c						met	iNF517
gal_e						met	iNF517
galt1p_c						met	iNF517
galt_e						met	iNF517
galur_c						met	iNF517
gam1p_c						met	iNF517
gam6p_c						met	iNF517
gar_c						met	iNF517
gcald_c						met	iNF517
gcald_e						met	iNF517
gdp_c						met	iNF517
gdptp_c						met	iNF517
glc__D_c						met	iNF517
glc__D_e						met	iNF517
glcn_c						met	iNF517
glcn__D_e						met	iNF517
glcur_c						met	iNF517
gln__L_c						met	iNF517
gln__L_e						met	iNF517
glntrna_c						met	iNF517
glu5p_c						met	iNF517
glu5sa_c						met	iNF517
glu__D_c						met	iNF517
glu__L_c						met	iNF517
glu__L_e						met	iNF517
glutrna_c						met	iNF517
glutrnagln_c						met	iNF517
gly_c						met	iNF517
gly_e						met	iNF517
glyald_c						met	iNF517
glyb_c						met	iNF517
glyb_e						met	iNF517
glyc3p_c						met	iNF517
glyc3p_e						met	iNF517
glyc_c						met	iNF517
glyc_e						met	iNF517
glycogen_c						met	iNF517
glytrna_c						met	iNF517
gmh7p_c						met	iNF517
gmp_c						met	iNF517
grdp_c						met	iNF517
gsn_c						met	iNF517
gthox_c						met	iNF517
gthrd_c						met	iNF517
gtp_c						met	iNF517
gua_c						met	iNF517
gua_e						met	iNF517
h2o2_c						met	iNF517
h2o_c						met	iNF517
h2o_e						met	iNF517
h2s_c						met	iNF517
h2s_e						met	iNF517
h_c						met	iNF517
h_e						met	iNF517
haram_c						met	iNF517
hco3_c						met	iNF517
hcys__L_c						met	iNF517
hdeACP_c						met	iNF517
hepdp_c						met	iNF517
hexACP_c						met	iNF517
his__L_c						met	iNF517
his__L_e						met	iNF517
hisp_c						met	iNF517
histd_c						met	iNF517
histrna_c						met	iNF517
hmgcoa_c						met	iNF517
hom__L_c						met	iNF517
hqn_c						met	iNF517
hxan_c						met	iNF517
hxan_e						met	iNF517
ib_p_c						met	iNF517
ibcoa_c						met	iNF517
ichor_c						met	iNF517
icit_c						met	iNF517
idp_c						met	iNF517
ile__L_c						met	iNF517
ile__L_e						met	iNF517
iletrna_c						met	iNF517
imacp_c						met	iNF517
imp_c						met	iNF517
indole_c						met	iNF517
indpyr_c						met	iNF517
inost_c						met	iNF517
ins_c						met	iNF517
ins_e						met	iNF517
ipdp_c						met	iNF517
itp_c						met	iNF517
iv_p_c						met	iNF517
ivcoa_c						met	iNF517
lac__L_c						met	iNF517
lac__L_e						met	iNF517
lcts_c						met	iNF517
lcts_e						met	iNF517
leu__L_c						met	iNF517
leu__L_e						met	iNF517
leutrna_c						met	iNF517
lys__L_c						met	iNF517
lys__L_e						met	iNF517
lyspg_LRE_c						met	iNF517
lystrna_c						met	iNF517
m12dg_LRE_c						met	iNF517
mal__L_c						met	iNF517
mal__L_e						met	iNF517
malACP_c						met	iNF517
malcoa_c						met	iNF517
malt_c						met	iNF517
malt_e						met	iNF517
malthp_c						met	iNF517
malthx_c						met	iNF517
maltpt_c						met	iNF517
malttr_c						met	iNF517
maltttr_c						met	iNF517
man6p_c						met	iNF517
man_e						met	iNF517
mana_c						met	iNF517
mercppyr_c						met	iNF517
met__D_c						met	iNF517
met__D_e						met	iNF517
met__L_c						met	iNF517
met__L_e						met	iNF517
methf_c						met	iNF517
mettrna_c						met	iNF517
mev__R_c						met	iNF517
mi1p__D_c						met	iNF517
mlthf_c						met	iNF517
mn2_c						met	iNF517
mn2_e						met	iNF517
mnl1p_c						met	iNF517
mnl_e						met	iNF517
mql7_c						met	iNF517
mqn7_c						met	iNF517
mqn8_c						met	iNF517
nac_c						met	iNF517
nac_e						met	iNF517
nad_c						met	iNF517
nadh_c						met	iNF517
nadp_c						met	iNF517
nadph_c						met	iNF517
ncam_c						met	iNF517
nh3_c						met	iNF517
nh4_c						met	iNF517
nh4_e						met	iNF517
nicrnt_c						met	iNF517
nmn_c						met	iNF517
nmn_e						met	iNF517
o2s_c						met	iNF517
o2_c						met	iNF517
o2_e						met	iNF517
oaa_c						met	iNF517
ocdacp_c						met	iNF517
ocACP_c						met	iNF517
octdp_c						met	iNF517
ohpb_c						met	iNF517
orn_c						met	iNF517
orn__L_e						met	iNF517
orot5p_c						met	iNF517
orot_c						met	iNF517
orot_e						met	iNF517
oxa_c						met	iNF517
pa_LRE_c						met	iNF517
pacald_c						met	iNF517
pacald_e						met	iNF517
pan4p_c						met	iNF517
pant__R_c						met	iNF517
pap_c						met	iNF517
pea_c						met	iNF517
pea_e						met	iNF517
pep_c						met	iNF517
pg_LRE_c						met	iNF517
pgp_LRE_c						met	iNF517
phe__L_c						met	iNF517
phe__L_e						met	iNF517
phetrna_c						met	iNF517
phom_c						met	iNF517
phpyr_c						met	iNF517
phthr_c						met	iNF517
pi_c						met	iNF517
pi_e						met	iNF517
pnto__R_c						met	iNF517
pnto__R_e						met	iNF517
pphn_c						met	iNF517
ppi_c						met	iNF517
ppi_e						met	iNF517
pppg9_c						met	iNF517
pppi_c						met	iNF517
pram_c						met	iNF517
pran_c						met	iNF517
prbamp_c						met	iNF517
prbatp_c						met	iNF517
prfp_c						met	iNF517
prlp_c						met	iNF517
pro__L_c						met	iNF517
pro__L_e						met	iNF517
protrna_c						met	iNF517
prpp_c						met	iNF517
psd5p_c						met	iNF517
pser__L_c						met	iNF517
ptrc_c						met	iNF517
ptrc_e						met	iNF517
pyr_c						met	iNF517
pyr_e						met	iNF517
pyrimid_c						met	iNF517
pyrin_c						met	iNF517
r1p_c						met	iNF517
r5p_c						met	iNF517
rhcys_c						met	iNF517
rib__D_c						met	iNF517
rib__D_e						met	iNF517
rbflvrd_c						met	iNF517
ribflv_c						met	iNF517
ribflv_e						met	iNF517
ru5p__D_c						met	iNF517
s7p_c						met	iNF517
salcn6p_c						met	iNF517
sbt6p_c						met	iNF517
sbt__D_e						met	iNF517
sbzcoa_c						met	iNF517
ser__D_c						met	iNF517
ser__D_e						met	iNF517
ser__L_c						met	iNF517
ser__L_e						met	iNF517
sertrna_c						met	iNF517
skm5p_c						met	iNF517
skm_c						met	iNF517
sl2a6o_c						met	iNF517
so4_c						met	iNF517
so4_e						met	iNF517
spmd_c						met	iNF517
spmd_e						met	iNF517
suc6p_c						met	iNF517
sucbz_c						met	iNF517
succ_c						met	iNF517
succ_e						met	iNF517
succoa_c						met	iNF517
suchms_c						met	iNF517
sucr_c						met	iNF517
sucr_e						met	iNF517
tag6p__D_c						met	iNF517
tagdp__D_c						met	iNF517
tagur_c						met	iNF517
tdeacp_c						met	iNF517
thdp_c						met	iNF517
thf_c						met	iNF517
thfglu_c						met	iNF517
hpglu_c						met	iNF517
thm_c						met	iNF517
thm_e						met	iNF517
thmmp_c						met	iNF517
thmpp_c						met	iNF517
thr__L_c						met	iNF517
thr__L_e						met	iNF517
thrtrna_c						met	iNF517
thym_c						met	iNF517
thymd_c						met	iNF517
thymd_e						met	iNF517
trdox_c						met	iNF517
trdrd_c						met	iNF517
tre6p_c						met	iNF517
tre_e						met	iNF517
trnaala_c						met	iNF517
trnaarg_c						met	iNF517
trnaasn_c						met	iNF517
trnaasp_c						met	iNF517
trnacys_c						met	iNF517
trnagln_c						met	iNF517
trnaglu_c						met	iNF517
trnagly_c						met	iNF517
trnahis_c						met	iNF517
trnaile_c						met	iNF517
trnaleu_c						met	iNF517
trnalys_c						met	iNF517
trnamet_c						met	iNF517
trnaphe_c						met	iNF517
trnapro_c						met	iNF517
trnaser_c						met	iNF517
trnathr_c						met	iNF517
trnatrp_c						met	iNF517
trnatyr_c						met	iNF517
trnaval_c						met	iNF517
trp__L_c						met	iNF517
trp__L_e						met	iNF517
trptrna_c						met	iNF517
tyr__L_c						met	iNF517
tyr__L_e						met	iNF517
tyrtrna_c						met	iNF517
uAgl_c						met	iNF517
uAgla_c						met	iNF517
uaAgla_c						met	iNF517
uaaAgla_c						met	iNF517
uaccg_c						met	iNF517
uacgam_c						met	iNF517
uama_c						met	iNF517
uamag_c						met	iNF517
uamr_c						met	iNF517
udcp_c						met	iNF517
udcpdp_c						met	iNF517
udcpp_c						met	iNF517
udp_c						met	iNF517
udpg_c						met	iNF517
udpgal_c						met	iNF517
udpgalfur_c						met	iNF517
udpglcur_c						met	iNF517
ugmd_c						met	iNF517
ump_c						met	iNF517
unRTA_c						met	iNF517
unaga_c						met	iNF517
unagama_c						met	iNF517
unagamagp_c						met	iNF517
ura_c						met	iNF517
ura_e						met	iNF517
uri_c						met	iNF517
utp_c						met	iNF517
val__L_c						met	iNF517
val__L_e						met	iNF517
valtrna_c						met	iNF517
xan_c						met	iNF517
xan_e						met	iNF517
xmp_c						met	iNF517
xtsn_c						met	iNF517
xu5p__D_c						met	iNF517
xyl__D_c						met	iNF517
xylu__D_c						met	iNF517
zn2_c						met	iNF517
zn2_e						met	iNF517
BIOMASS_LRE						rea	iNF517
BIOMASS_LRE_noATPnoH						rea	iNF517
2H3MBDH						rea	iNF517
2H3MBt						rea	iNF517
2H3MPDH						rea	iNF517
2H3MPt						rea	iNF517
2HXICDH						rea	iNF517
2MBALDH						rea	iNF517
2MBALDt	['2MBALDt', 'R_2MBALDt', '2MBALDtm', 'R_2MBALDtm']	MNXR94809			['rxn13189', 'rxn13190']	rea	iNF517
2MBAt6						rea	iNF517
2MPAt6						rea	iNF517
2S6HCCi	['2S6HCCi', 'R_2S6HCCi']	MNXR94830				rea	iNF517
2HXICt						rea	iNF517
3MBALt						rea	iNF517
3MBAt6						rea	iNF517
3MOPDC	['3MOPDC', 'R_3MOPDC']	MNXR94925	4.1.1.72-RXN	R03894	rxn02748	rea	iNF517
AALDH						rea	iNF517
AB6PGH	['R_AB6PGH', 'AB6PGH']	MNXR95165			rxn08025	rea	iNF517
ACACT1r	['ACACT1', 'R_ACACT1m', 'ACACT1r', 'R_ACACT1r', 'KAT1', 'R_ACACT1x', 'R_KAT1', 'R_ACACT1', 'ACACT1x', 'ACACT1m']	MNXR95194	ACETYL-COA-ACETYLTRANSFER-RXN	R00238	rxn00178	rea	iNF517
ACALD	['ACALD', 'R_ACALD', 'R_ACALDh', 'ACALDh']	MNXR95210	ACETALD-DEHYDROG-RXN	R00228	rxn00171	rea	iNF517
ACALDt	['R_ACALDtx_1', 'ACALDtpp', 'R_ACALDtm', 'ACALDtm', 'R_ACALDtex', 'ACALDtex', 'R_ACALDt', 'ACALDt', 'R_ACALDtpp', 'R_ACALDtr', 'R_ACALDtx', 'ACALDtx_1', 'ACALDtx', 'ACALDtr']	MNXR95212			['rxn13212', 'rxn09700', 'rxn08033', 'rxn08032']	rea	iNF517
ACCOAC	['ACCOAC', 'R_ACCOAC', 'ACCOACrm', 'ACCOAhi', 'R_ACCOAhi', 'R_ACCOACrm']	MNXR95219	ACETYL-COA-CARBOXYLTRANSFER-RXN	R00742	rxn00533	rea	iNF517
ACGALpts						rea	iNF517
ACGAMT	['R_ACGAMT', 'ACGAMT']	MNXR95251			rxn08040	rea	iNF517
ACGApts	['R_ACGApts', 'R_ACGAptspp', 'ACGAptspp', 'ACGApts']	MNXR95253			['rxn05485', 'rxn08041']	rea	iNF517
ACGK	['ACGK', 'R_ACGK', 'R_ACGKm', 'ACGKm']	MNXR95256	ACETYLGLUTKIN-RXN	R02649	['rxn12856', 'rxn01917']	rea	iNF517
ACHBS	['R_ACHBS', 'ACHBSm', 'R_ACHBSm', 'ACHBS']	MNXR95260	ACETOOHBUTSYN-RXN	R08648		rea	iNF517
ACKILE						rea	iNF517
ACKLEU						rea	iNF517
ACKVAL						rea	iNF517
ACKr	['ACKr', 'ACKrm', 'R_ACKrh', 'R_ACKrm', 'R_ACKr', 'ACKrh']	MNXR95269	ACETATEKIN-RXN	R00315	rxn00225	rea	iNF517
ACLDC	['R_ACLDC', 'ACLDC']	MNXR95270	ACETOLACTATE-DECARBOXYLASE-RXN	R02948		rea	iNF517
ACLS	['ACLS', 'PPATDh', 'R_ACLS', 'R_PPATDh', 'R_ACLSm', 'ACLSm']	MNXR95271	ACETOLACTSYN-RXN	R00226		rea	iNF517
ACMANApts	['R_ACMANAptspp', 'ACMANAptspp', 'ACMANApts', 'R_ACMANApts']	MNXR95275			['rxn08046', 'rxn10183']	rea	iNF517
ACOATA	['ACOATAm', 'R_ACOATAm', 'R_ACOATA_1', 'ACOATA', 'R_ACOATA', 'ACOATA_1']	MNXR95376	ACP-S-ACETYLTRANSFER-RXN	R01624	rxn05349	rea	iNF517
ACODA_1	['ACODA_1', 'R_ACODA', 'ACODA', 'R_ACODA_1']	MNXR95377	ACETYLORNDEACET-RXN	R00669	rxn00469	rea	iNF517
ACONT	['R_ACONTm', 'R_ACONTx', 'ACONT', 'R_ACONT', 'ACONTm', 'ACONTx']	MNXR95384		R01324	rxn00973	rea	iNF517
ACOTA	['ACOTAim', 'R_ACOTAim', 'AOTA', 'R_AOTA', 'ACOTA', 'R_ACOTA']	MNXR95388	ACETYLORNTRANSAM-RXN	R02283	rxn01637	rea	iNF517
ACPS2						rea	iNF517
ACPSc						rea	iNF517
ACTD	['ACTD', 'R_ACTD']	MNXR95419	RXN-11036	R02855		rea	iNF517
ACTNdiff						rea	iNF517
ACt2r	['R_ACt2r', 'ACt2rpp', 'R_ACt2rpp', 'R_ACt2m', 'ACt2m', 'ACt2r', 'ACt2ipp', 'R_ACt2ipp']	MNXR95429	TRANS-RXN0-571		['rxn08061', 'rxn05488']	rea	iNF517
ADA	['ADA', 'R_ADA', 'ADAe', 'R_ADAe']	MNXR95432	ADENODEAMIN-RXN	R01560	rxn01137	rea	iNF517
ADADir	['DCK1n', 'ADADir', 'R_ADADir', 'DCK1m', 'R_DCK1m', 'R_DCK1n']	MNXR95433	RXN-14093	R01666	rxn01220	rea	iNF517
ADCL	['ADCL', 'R_ADCL']	MNXR95436	ADCLY-RXN	R05553	rxn03841	rea	iNF517
ADCS	['R_ADCS', 'ADCS']	MNXR95440	PABASYN-RXN	R01716	rxn01257	rea	iNF517
ADEt2	['ADEt2', 'R_ADEt2', 'ADEt2rpp', 'R_ADEt2rpp']	MNXR95446	['TRANS-RXN0-447', 'TRANS-RXN-198']		['rxn08064', 'rxn05491']	rea	iNF517
ADK1	['R_ADK1m', 'R_ATAMh', 'ATAMh', 'ADK1m', 'R_ADK1', 'ADK1']	MNXR95450	ADENYL-KIN-RXN	R00127	rxn00097	rea	iNF517
ADK2	['ADK2', 'R_ADK2']	MNXR95451			rxn10052	rea	iNF517
ADPDS						rea	iNF517
ADPRDP	['ADPRDPm', 'R_ADPRDPm', 'ADPRDP', 'R_ADPRDP']	MNXR95480				rea	iNF517
ADPT	['R_r0051', 'r0051', 'ADPT', 'R_ADPT']	MNXR95482	ADENPRIBOSYLTRAN-RXN	R00190	rxn00139	rea	iNF517
ADPTA						rea	iNF517
ADSL1r	['ADSL1r', 'R_ADSL1r']	MNXR95493		R01083		rea	iNF517
ADSL2r	['ADSL2r', 'R_ADSL2r']	MNXR108966	AICARSYN-RXN	R04559		rea	iNF517
ADSS	['ADSS', 'R_ADSS', 'ADSSh', 'R_ADSSh']	MNXR95495		R01135		rea	iNF517
AEPabc						rea	iNF517
AGAT_LRE						rea	iNF517
AGDC	['R_AGDC', 'AGDC']	MNXR95528	NAG6PDEACET-RXN	R02059	rxn01484	rea	iNF517
AGPR	['R_AGPRim', 'AGPRim', 'R_AGPR', 'R_AGGPR', 'AGGPR', 'AGPR']	MNXR95530	N-ACETYLGLUTPREDUCT-RXN	R03443	['rxn02465', 'rxn12857']	rea	iNF517
AHCYSNS	['R_AHCYSNS', 'AHCYSNS']	MNXR95625	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	R00194	rxn00143	rea	iNF517
AHMMPS_1	['AHMMPS_1', 'R_AHMMPS_1']	MNXR95633				rea	iNF517
AICART	['R_AICART', 'AICART']	MNXR95639				rea	iNF517
AIRCr	['R_PRAIC', 'PRAICh', 'R_PRAICh', 'R_AIRCr', 'AIRCr', 'PRAIC']	MNXR95646				rea	iNF517
TRPTA	['R_TRPTA', 'TRPTA']	MNXR104947	TRYPTOPHAN-AMINOTRANSFERASE-RXN	R00684	rxn00483	rea	iNF517
AKGt2r	['AKGt2r', 'R_AKGt2rpp', 'AKGt2rpp', 'R_AKGt2r', 'R_AKGt2n', 'AKGt2n']	MNXR95661	TRANS-RXN-23		['rxn05493', 'rxn08095', 'rxn09827']	rea	iNF517
ALAALAr	['ALAALAr', 'R_ALAALAr']	MNXR95678	DALADALALIG-RXN	R01150	['rxn13802', 'rxn00851']	rea	iNF517
ALAR	['R_ALAR', 'ALAR']	MNXR95693	ALARACECAT-RXN	R00401	rxn00283	rea	iNF517
ALATA_L	['R_ALATA_Lm', 'ALATA_Lm', 'R_ALATA_L', 'ALATA_L']	MNXR95698	['RXN-13698', 'ALANINE-AMINOTRANSFERASE-RXN']	R00258	rxn00191	rea	iNF517
ALATRS_1						rea	iNF517
DALAt2r	['DALAt2rL', 'R_DALAt2rL', 'DALAt2r', 'R_DALAt2pp', 'DALAt2pp', 'R_DALAt2r']	MNXR97135	TRANS-RXN-62A		['rxn08301', 'rxn05494']	rea	iNF517
ALAt2r	['R_ALAtx', 'ALAtm', 'R_ALAt2rL', 'R_ALAtm', 'ALAtx', 'ALAt2rL', 'R_ALAt2r', 'R_ALAt2pp', 'ALAt2pp', 'ALAt2r']	MNXR95704	RXN0-5202		['rxn05496', 'rxn08101']	rea	iNF517
ALCD19	['R_ALCD19', 'ALCD19']	MNXR95709		R01036	rxn00763	rea	iNF517
ALCD2x	['R_ALCD2irm', 'ALCD2m', 'ALCD2x', 'R_ALCD2x', 'ALCD2irm', 'R_ALCD2m', 'ALCD2ir', 'R_ALCD2ir']	MNXR95725	ALCOHOL-DEHYDROG-RXN	R00754	rxn00543	rea	iNF517
ALKP	['R_r0242', 'R_ALKP', 'ALKP', 'r0242']	MNXR95764	RXN0-7249	R01010	rxn00743	rea	iNF517
ALOX						rea	iNF517
AMALT1	['AMALT1', 'R_AMALT1']	MNXR138047				rea	iNF517
AMALT2	['AMALT2', 'R_AMALT2']	MNXR138048			rxn08127	rea	iNF517
AMALT3	['AMALT3', 'R_AMALT3']	MNXR138049			rxn08128	rea	iNF517
AMALT4	['AMALT4', 'R_AMALT4']	MNXR138050			rxn08129	rea	iNF517
AMANAPEr	['AMANAPEr', 'R_AMANAPEr']	MNXR95804	NANE-RXN	R02087	rxn01506	rea	iNF517
AMMQT8_2	['AMMQT8_2', 'R_AMMQT8_2']	MNXR95823			rxn10094	rea	iNF517
ANPRT	['ANPRT', 'R_ANTPPT', 'ANTPPT', 'R_ANPRT']	MNXR95842	PRTRANS-RXN	R01073	rxn00791	rea	iNF517
